title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Shakira - Acróstico (Official Video),https://www.youtube.com/watch?v=PWmJhh_qTSY,https://i.ytimg.com/vi/PWmJhh_qTSY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBnD1dBxQsp4ariGjXJ4GL9kTgJ6A,Shakira,9.1M,14 hours ago,16/05/2023,Shakira - Acróstico (Official Video) Music: Apple Music: https://Shakira.lnk.to/Acrostico/applemusic Spotify: https://Shakira.lnk.to/Acrostico/spotify Amazon: https://Shakira.lnk.to/Acrostico/am...
Ja Morant suspended from all Grizzlies activities after flashing gun on IG Live | NBA | UNDISPUTED,https://www.youtube.com/watch?v=SQIgkcBjPFI,,Skip and Shannon: UNDISPUTED,1.7M,15 hours ago,16/05/2023,The Memphis Grizzlies suspended Ja Morant from all team activities yesterday after a video surfaced of Morant flashing a gun on a friend’s Instagram Live account. This comes two months after...
Builder Base 2.0 Is Here! Clash of Clans Official,https://www.youtube.com/watch?v=96TCZDtzfOM,,Clash of Clans,3M,19 hours ago,16/05/2023,Get ready for the next stage of attacks with Builder Base 2.0! Follow us on our Socials! Twitter ► https://twitter.com/ClashofClans/ Instagram ► https://www.instagram.com/clashofclans...
This Is Why a Psychopath Is a Stellar Detective,https://www.youtube.com/watch?v=ckmPfn-KCGg,,Let's Game It Out,1.1M,15 hours ago,16/05/2023,Check out Mechabellum today: https://play.paradoxinteractive.com/letsgameitout And you too can see why I've been obsessed with it since it launched! JOIN MY STREAMS! ► https://www.twitch.tv/lets...
How Doc Rivers was in the locker room after the sixers got blew out by the Celtics in game 7,https://www.youtube.com/watch?v=YuqcnfDnJ3I,,RDCworld1,1.3M,23 hours ago,16/05/2023,🌎RDC's SOCIALS🌎 Mark - @SupremeDreams_1 Aff - @Affiong Leland - @23_Is_Leland Dylan - @DylanPatel4_ Desmond - @l0v3andPeac3 Benjamin - @Ive_Ben_Jammin John - @PlayThatJohn 🌎 REAL...
Mormon whistleblower: Church’s investment firm masquerades as charity | 60 Minutes,https://www.youtube.com/watch?v=k3_Fhq7sEHo,,60 Minutes,1.1M,1 day ago,16/05/2023,"Mormon David Nielsen left his job at Ensign Peak Advisors, the Church of Jesus Christ of Latter-day Saints’ investment firm, and filed an IRS whistleblower complaint. He speaks with Sharyn..."
(여자)아이들((G)I-DLE) - '퀸카 (Queencard)' Official Music Video,https://www.youtube.com/watch?v=7HDeem-JaSY,,(G)I-DLE (여자)아이들 (Official YouTube Channel),14M,21 hours ago,16/05/2023,(여자)아이들((G)I-DLE) - '퀸카 (Queencard)' Official Music Video [🎧] [I feel] ▫Melon http://kko.to/VMbOLGvKmy ▫https://ingrv.es/ifeel Episode : '#퀸카 (#Queencard)' 눈부신...
Karol G: Tiny Desk Concert,https://www.youtube.com/watch?v=D8UWsFMVj_Q,,NPR Music,577K,14 hours ago,16/05/2023,"Anamaria Sayre | May 15, 2023 Arriving at the Tiny Desk not long after becoming the first female artist to have a Spanish-language album top the Billboard 200 chart, Colombian singer Karol..."
The Future of TV is Bleak,https://www.youtube.com/watch?v=6HEheIozS5c,,Drew Gooden,1.5M,1 day ago,16/05/2023,"Sponsored by HelloFresh. For 16 free meals with HelloFresh plus free shipping, use code IMALITTLESTINKER16 at https://bit.ly/41INyZd some links: ""How to be a Writer on Set"" PDF - https://drive.goo..."
The Bear | Season 2 Official Trailer | FX,https://www.youtube.com/watch?v=i5U-w1yL4r0,,FX Networks,191K,13 hours ago,16/05/2023,"OFFICIAL TRAILER. Remember the name, #TheBearFX returns June 22. Only on Hulu. Subscribe now for more The Bear clips: http://bit.ly/SubscribeFX | Visit Official Site https://fx.tv/TheBear..."
