title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Qatar vs. Ecuador Highlights | 2022 FIFA World Cup,https://www.youtube.com/watch?v=KokKw1esPL8,https://i.ytimg.com/vi/KokKw1esPL8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAlJom69Wj_MR68NT6UOaZhT_v6cw,FOX Soccer,833K,10 hours ago,21/11/2022,"Qatar and Ecuador kicked off the 2022 FIFA World Cup in style! Ecuador showed urgency and notched a penalty kick goal by Enner Valencia in the 16th minute. Valencia wasn’t done there, as..."
Morgan Freeman kicks off the 2022 FIFA World Cup Opening Ceremony in Qatar | FOX Soccer,https://www.youtube.com/watch?v=fy3jjN0D5iQ,https://i.ytimg.com/vi/fy3jjN0D5iQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCFw-N1NIOjR6-lZwJkTYPM0wlnLw,FOX Soccer,2.1M,14 hours ago,21/11/2022,Morgan Freeman makes an appearance in Qatar to kick start the 2022 FIFA World Cup opening Ceremony. #FOXSoccer #FIFA #WorldCup SUBSCRIBE to get the latest FOX Soccer content: http://foxs.pt/Subs...
Jung Kook from BTS performs 'Dreamers' at FIFA World Cup opening ceremony,https://www.youtube.com/watch?v=Jm29kLeWqDA,https://i.ytimg.com/vi/Jm29kLeWqDA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAWoSgBE81V4lMkULwXX2baAiox7w,FIFA,5.1M,11 hours ago,21/11/2022,Relive Jung Kook's iconic performance of Dreamers as he was joined on stage by Fahad Al Kubaisi . Get all your World Cup content on FIFA+ 👉 https://fifaapp.onelink.me/nxRf/5a20ec7b Follow...
"Minecraft, But I Can NEVER Leave This Box (#5)",https://www.youtube.com/watch?v=smr_bx7mn0o,,WadZee,727K,12 hours ago,21/11/2022,"Today I played minecraft but I can Never Leave this box! In this Minecraft Lets Play, the world GROWS every episode by an increasing amount. Today is episode 5, so the border expands by 5 blocks..."
Guy rates his exes,https://www.youtube.com/watch?v=jTne6FftNAI,,Cody Ko,412K,13 hours ago,21/11/2022,Go to https://expressvpn.com/codyko and find out how you can get 3 months of ExpressVPN free! merch: http://ko-official.com podcast: https://www.youtube.com/tinymeatgang 2nd channel: https://www....
Thanksgiving Stereotypes,https://www.youtube.com/watch?v=r1mhvegC6is,,Dude Perfect,4.2M,1 day ago,21/11/2022,"Thanksgiving Stereotypes… Love ‘em or hate ‘em, we all know ‘em! Thanks to our friends at Columbia for sponsoring this video! Get your Omni-Heat Infinity gear + Black Friday deals..."
UPDATE: Theranos founder Elizabeth Holmes sentenced to 11 years in jail | 60 Minutes Australia,https://www.youtube.com/watch?v=cd9p_4FkxNY,,60 Minutes Australia,958K,19 hours ago,21/11/2022,Subscribe here: http://9Soci.al/chmP50wA97J Full Episodes: https://9now.app.link/uNP4qBkmN6 | The Bloody Lie (2022) For more than a decade Elizabeth Holmes spun a despicable bloody lie. She...
HISTORIC Snow Emergency Cripples Western New York | NBC New York,https://www.youtube.com/watch?v=7klNMrBIwZ4,,NBC New York,1M,1 day ago,21/11/2022,"Jaw-dropping snow totals continue to climb in areas in and around Buffalo, New York — and there’s little slowdown ahead. News 4’s Adam Harding reports. #buffalo #newyork #snow nbcnewyork..."
I have a Girlfriend.,https://www.youtube.com/watch?v=MiYybKddIuY,,TommyInnit,2.2M,1 day ago,21/11/2022,i won Socials: Follow my Twitter - @tommyinnit Follow my Instagram - @tommyinnit
GUESS THE GIRLFRIEND,https://www.youtube.com/watch?v=e1nUolN4G2w,,Preston,1.7M,1 day ago,21/11/2022,BRAND NEW PrestonPlayz Graphic Novel 🔥PRE-ORDER HERE http://bit.ly/PrestonSpookyHouse GUESS THE GIRLFRIENDwith Preston 👊 👕 MERCH - http://www.firemerch.com 🔥 NEW Fire Merch...
