title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
It's been a minute...,https://www.youtube.com/watch?v=jXrxDKwlA_s,https://i.ytimg.com/vi/jXrxDKwlA_s/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLARKoL2nAwIPlig78v0DaYzxVCvlA,Will Smith,1.8M,16 hours ago,30/07/2022,Thanx y’all
BLACKPINK X PUBG MOBILE - ‘Ready For Love’ M/V,https://www.youtube.com/watch?v=7WyHtSlvHD4,https://i.ytimg.com/vi/7WyHtSlvHD4/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAbn-tjjkD0miOkT8EZgenAFxSDoA,BLACKPINK,16M,1 day ago,30/07/2022,"BLACKPINK X PUBG MOBILE - ‘Ready For Love’ M/V 오늘 하루도 내 머릿속은 오직 Y-O-U Can’t get you out of my head 밤새 비워낸 병의 색은 BLUE Yeah, 넌 도대체 몇..."
ATEEZ(에이티즈) - ‘Guerrilla’ Official MV,https://www.youtube.com/watch?v=2HcVZm_4qAI,https://i.ytimg.com/vi/2HcVZm_4qAI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDSQtt8rdKyXD5J_LvVF7HwdDQxbg,KQ ENTERTAINMENT,13M,1 day ago,30/07/2022,[THE WORLD EP.1 : MOVEMENT] Release Date: 2022. 7. 29. iTunes ▶ https://apple.co/3PN8iJs Spotify ▶ https://spoti.fi/3BpPD1K YouTube Music ▶ https://bit.ly/3cPATil Melon ▶ https://kko.to/...
Beyoncé - I’M THAT GIRL (Official Lyric Video),https://www.youtube.com/watch?v=b2xLsCo8zmQ,,Beyoncé,1M,1 day ago,30/07/2022,Listen & Download ‘RENAISSANCE’: https://beyonce.lnk.to/RENAISSANCE Amazon Music - https://beyonce.lnk.to/RENAISSANCE/am... Apple Music - https://beyonce.lnk.to/RENAISSANCE/ap... Deezer...
We Became Crime Scene Investigators,https://www.youtube.com/watch?v=NgEidhomgBE,,Wilbur Soot,470K,13 hours ago,30/07/2022,crime boys solve crime Filmed Live on Twitch: https://www.twitch.tv/wilbursoot Follow me:https://twitter.com/WilburSoot https://www.instagram.com/wilbursoot/ Merch: https://bi...
I Built a SLIME FACTORY in Minecraft Hardcore,https://www.youtube.com/watch?v=jRDugVtO9XY,,aCookieGod,807K,18 hours ago,30/07/2022,Building an Automatic Slime Farm in Minecraft Hardcore 🔥 Watch From EPISODE #1: https://www.youtube.com/watch?v=EDYifz45dhU&list=PLqyCqmSEa8cTmHfheGsE70w9uzcas3BFH 📺 Watch my LAST EPISODE:...
1000 IQ LEGO Tricks,https://www.youtube.com/watch?v=w3AxRkt78hI,,SacredBricks,438K,14 hours ago,30/07/2022,In this video I show off 22 of the most 1000 IQ Lego Tricks that will make you a better builder. A lot of these will surprise you and video gets better as it goes on. Also did you complete...
NBA 2K23: First Look Trailer,https://www.youtube.com/watch?v=RxLS5Tgo9YM,,NBA 2K,714K,15 hours ago,30/07/2022,A First Look at #NBA2K23 🔥 More gameplay details to come next week. Pre-order now ➡️ https://nba.2k.com/2k23/buy/
Fall Guys In Real Life,https://www.youtube.com/watch?v=IkM0szyqWBU,,Shiloh & Bros,841K,16 hours ago,30/07/2022,What are your favorite fall guys' funny moments and wins? Let us know in the comments below! Download the Shiloh & Bros Impostor Chase App here!! https://shilohandbrosgame.com/play Stream...
Quavo & Takeoff Ft. Gucci Mane - Us vs. Them (Official Video),https://www.youtube.com/watch?v=A80MkpiMHVI,,Quavo Huncho,648K,1 day ago,30/07/2022,"#NowPlaying Quavo & Takeoff Ft. Gucci Mane ""Us vs. Them"" Official Video. Stream//Download ""Us vs. Them"" Here: https://QualityControl.lnk.to/UsvsThem Follow Quavo: https://www.instagram.com/quavoh..."
