title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
SPIDER-MAN: ACROSS THE SPIDER-VERSE - Official Trailer (HD),https://www.youtube.com/watch?v=cqGjhVJWtEg,,Sony Pictures Entertainment,18M,1 day ago,15/12/2022,The next Spider-Man movie is coming to theaters June 2023. Watch the new trailer for Spider-Man: Across the #SpiderVerse now. Subscribe to Sony Pictures for exclusive content: http://bit.ly/SonyP...
65 – Official Trailer (HD),https://www.youtube.com/watch?v=bHXejJq5vr0,,Sony Pictures Entertainment,5M,16 hours ago,15/12/2022,"From the writers of A Quiet Place and producer Sam Raimi, #65movie is coming exclusively to movie theaters March 10. Visit our site: https://www.65.movie Follow Us on Social: https://www.faceboo..."
The Try Guys Make Illusion Cakes Without A Recipe,https://www.youtube.com/watch?v=PabgSZmvG2U,,The Try Guys,1.1M,14 hours ago,15/12/2022,The season finale is in 3 DAYS! Tickets are on sale now at https://www.tryguys.com/WAR – get yours today to watch & vote for the winner! Are you a business looking to work with The Try Guys?...
Scream VI | Official Teaser Trailer (2023 Movie),https://www.youtube.com/watch?v=pQLb4yBwxvg,,Paramount Pictures,1M,16 hours ago,15/12/2022,"In a city of millions, no one hears you scream. Watch the official Teaser Trailer for #ScreamVI - Only in theatres March 10, 2023. Following the latest Ghostface killings, the four survivors..."
AMP WORLD CUP,https://www.youtube.com/watch?v=cx9vBfc0-Ls,,AMP,762K,1 day ago,15/12/2022,All https://amp.shop orders placed by Dec 15th will arrive within the U.S. by Christmas 🎅 Shoutout SomeBros coming out to shoot with us great fucking guys and girl https://youtube.com/@somebros...
Stranded 100 Hours on a Homemade Raft - Day 2,https://www.youtube.com/watch?v=PzK9Bmaa5FA,,Dangie Bros,352K,12 hours ago,15/12/2022,"Today is Day 2 of being stranded on our homemade raft for 100 hours. Starting at 9am Chris and Jeff will receive another raft platform every hour to add to their raft, and by the end of the..."
A new way to play. SUPER NINTENDO WORLD™ opens 2/17/2023,https://www.youtube.com/watch?v=H2K4JzHVxpM,,Universal Studios Hollywood,788K,16 hours ago,15/12/2022,SUPER NINTENDO WORLD™ takes you into the world of Super Mario™. Battle Team Bowser on the groundbreaking Mario Kart™ ride. Play interactive games throughout the land and track your score...
Jay Leno Speaks Out For First Time Since Major Burn Accident,https://www.youtube.com/watch?v=9scfWN6aXaU,,TODAY,628K,16 hours ago,15/12/2022,"Comedy icon Jay Leno reveals new details about the garage fire that left him with serious burns to TODAY’s Hoda Kotb. He talks about the moments immediately after the accident, as well as..."
The Whale | Official Trailer HD | A24,https://www.youtube.com/watch?v=nWiQodhMvz4,,A24,1.1M,16 hours ago,15/12/2022,"SUBSCRIBE: http://bit.ly/A24subscribe From director Darren Aronofsky and starring Brendan Fraser, Sadie Sink, and Hong Chau. THE WHALE – Now Playing in Select Theaters & Opening Nationwide..."
Hogwarts Legacy - Gameplay Showcase II,https://www.youtube.com/watch?v=WS4qPq20aVo,,Hogwarts Legacy,573K,12 hours ago,15/12/2022,"Join Game Director Alan Tew, Systems Designer Mekenzy Toner, Community Manager Chandler Wood, and special guest Community Host Ben Snow in this all new look at #HogwartsLegacy. In this gameplay..."
