title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
ODETARI - NARCISISSTIC PERSONALITY DISORDER (OFFICIAL LYRIC VIDEO) - Made by @Rosesofblood,https://www.youtube.com/watch?v=HLEC20OYJw0,https://i.ytimg.com/vi/HLEC20OYJw0/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBvgeAAtAFigIMCAAQARhlIGUoZTAP&rs=AOn4CLAR7MzBJ73jnowz7fkDVjExcWUoLw,Odetari,310K,1 month ago,24/05/2023,Odetari - NARCISISSTIC PERSONALITY DISORDER (OFFICIAL LYRIC VIDEO) Stream/Download: https://odetari.lnk.to/NPD Subscribe for more official content from Odetari: https://odetari.lnk.to/subscribe...
Destiny 2: Lightfall - Season of the Deep Launch Trailer,https://www.youtube.com/watch?v=xZPrldPWXJY,https://i.ytimg.com/vi/xZPrldPWXJY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDSAG-xXQDArkM9H_TmUn6yPgyOiA,Destiny 2,760K,15 hours ago,24/05/2023,"Saturn's missing moon of Titan has returned, now overrun with Taken and Hive. Guardians must follow them into the deep. Season of the Deep begins today. 🌊 bung.ie/deep FOLLOW DESTINY:..."
"Iam Tongi & James Blunt: Super Emotional Duet of ""Monsters"" Makes Idol History - American Idol 2023",https://www.youtube.com/watch?v=M9hdHDXyo-8,https://i.ytimg.com/vi/M9hdHDXyo-8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBGLKNzhsSirp4xiRaermzNQN5gZA,American Idol,3.1M,2 days ago,24/05/2023,"IDOL HISTORY: Season 21 WINNER Iam Tongi & James Blunt perform super emotional duet of ""Monsters"". 😭 #IdolFinaleSee more of American Idol 2023 on our official site: http://www.americanidol.com..."
American Idol Winner Iam Tongi,https://www.youtube.com/watch?v=qaJcYz0BKm4,,LiveKellyandMark,247K,15 hours ago,24/05/2023,"Kelly and Mark interview the winner of American Idol, Iam Tongi. Subscribe: https://bit.ly/2HFUeAK Website: https://livewithkellyandmark.com/ Facebook: https://www.facebook.com/LiveKellyandMark..."
We made a REAL HOLOGRAM Desk like Tony Stark's!,https://www.youtube.com/watch?v=PI6VA8ZNL-0,,Hacksmith Industries,716K,16 hours ago,24/05/2023,"FlexiSpot Brand Day Sale, use code ""HS50"" to get the best price of the year. Don't miss out! (sponsored) USA ► E7 (best seller): https://bit.ly/439exgL USA ► E5 (best value): https://bit.ly/3pS..."
There's an alien IN MY HOUSE!,https://www.youtube.com/watch?v=bvfSjzRUJcs,,Corridor,182K,14 hours ago,24/05/2023,"Limited Edition Media Offline design is available ONLY UNTIL SUNDAY! Pick one up for yourself, and one lucky winner will get a brand new Puget PC ► https://bit.ly/Media_Offline_CorridorShirt..."
Resumen y goles | América (2)1-3(3) Chivas | CL2023 - Semis | TUDN,https://www.youtube.com/watch?v=1D_iOST8060,,TUDN USA,956K,2 days ago,24/05/2023,La mayor oferta de partidos de la Liga Mx en ViX: https://vix.com/es-es/deportes?utm_medium=organic_social&utm_source=youtube&utm_campaign=evergreen&utm_content=ed_sports Un autogol de Cáceres...
Rough Week,https://www.youtube.com/watch?v=a2tIrfeV46I,,vlogbrothers,717K,15 hours ago,24/05/2023,"In which John talks about cancer, humor, and accompaniment through a rough week. Thanks for being here with us. If you want to support our work with Partners in Health: http://pih.org/hankandjohn..."
UNCLE ROGER CANCELED,https://www.youtube.com/watch?v=c0nvcyhhwkc,,mrnigelng,2.7M,22 hours ago,24/05/2023,"If you support comedy and free speech, buy The HAIYAA Special, dropping June 4th: https://www.moment.co/mrnigelng"
The Original PB&J from 1901,https://www.youtube.com/watch?v=l72b6tixc3s,,Tasting History with Max Miller,230K,15 hours ago,24/05/2023,"Thank you to Wondrium for sponsoring today’s video! Signup for your FREE trial to Wondrium here: http://ow.ly/hEVa50O5pHI Join me in NYC for a book signing! Tuesday, May 30, 5pm at Kitchen..."
