title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Loreen - Tattoo (Official Lyric Video),https://www.youtube.com/watch?v=4lD0-1Uplms,https://i.ytimg.com/vi/4lD0-1Uplms/hqdefault.jpg?sqp=-oaymwE2CPYBEIoBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARheIF4oXjAP&rs=AOn4CLAppXaqTYXYsinz9TvZWfqX80gYnw,Loreen,13M,3 months ago,26/05/2023,Winner of the Swedish Melodifestival 2023 More Loreen: https://bio.to/loreenID Lyrics: I don't wanna go But baby we both know This is not our time It’s time to say goodbye Until we meet...
Barbie | Main Trailer,https://www.youtube.com/watch?v=pBk4NYhWNMM,https://i.ytimg.com/vi/pBk4NYhWNMM/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAWMPvut5iSDLIGYoeZ8J0eD_SR-g,Warner Bros. Pictures,6.4M,14 hours ago,26/05/2023,Giant blowout party ✅ Planned choreography ✅ New #BarbieTheMovie Trailer ✅ Only in Theaters July 21. To live in Barbie Land is to be a perfect being in a perfect place. Unless you have...
"Lil Durk, Alicia Keys - Therapy Session / Pelle Coat (Official Video)",https://www.youtube.com/watch?v=0dxOaoqaz_c,https://i.ytimg.com/vi/0dxOaoqaz_c/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLClQQ4SexqMcTkBFQRrqdhBGFwgfQ,Lil Durk,2.3M,1 day ago,26/05/2023,"Stream ""Pelle Coat"" off Lil Durk's New Album, Almost Healed. Out Now: https://lilDurk.lnk.to/AlmostHealed Tour On Sale: http://almost-healed.com/ Follow Lil Durk: https://LilDurk.lnk.to/instagram..."
PlayStation Showcase 2023 | [ENGLISH],https://www.youtube.com/watch?v=D4EKydVVvHk,,PlayStation,4.3M,Streamed 1 day ago,26/05/2023,"It’s almost time to see what’s next — PlayStation Showcase broadcasts live next Wednesday, May 24 at 1pm Pacific Time / 9pm British Time. The show will run a bit over an hour, focusing..."
Marvel's Spider-Man 2 - Gameplay Reveal | PS5 Games,https://www.youtube.com/watch?v=ZRhJT2nmvA4,,PlayStation,5.4M,1 day ago,26/05/2023,"Kraven’s Hunters are in pursuit of Dr. Curt Connors, AKA The Lizard, and Spider-Men, Peter Parker and Miles Morales, need to stop them. Launching Fall 2023, Marvel’s Spider-Man 2 is the..."
Jason Sudeikis Embraces Da Bomb While Eating Spicy Wings | Hot Ones,https://www.youtube.com/watch?v=sIdR332rqs8,,First We Feast,756K,15 hours ago,26/05/2023,"Jason Sudeikis is known for his decade on Saturday Night Live, comedy box-office smashes like We're The Millers and Horrible Bosses, and—of course—his role as Ted Lasso in the 11x Emmy..."
How LeBron was in the locker room after getting swept by the nuggets,https://www.youtube.com/watch?v=SgrLwF5pXCc,,RDCworld1,2.5M,1 day ago,26/05/2023,🌎RDC's SOCIALS🌎 Mark - @SupremeDreams_1 Aff - @Affiong Leland - @23_Is_Leland Dylan - @DylanPatel4_ Desmond - @l0v3andPeac3 Benjamin - @Ive_Ben_Jammin John - @PlayThatJohn EARLY RELEASE...
Destiny 2: The Final Shape | Teaser Trailer,https://www.youtube.com/watch?v=gGa8K-yQr8k,,Destiny 2,3.5M,1 day ago,26/05/2023,"We're here now. Wherever here is. Tune into the Destiny Showcase to learn more. August 22, 2023. FOLLOW DESTINY: Facebook: https://www.facebook.com/DestinyTheGame Twitter: https://www.twitter.com..."
Electric cars prove we need to rethink brake lights,https://www.youtube.com/watch?v=U0YW7x9U5TQ,,Technology Connections,683K,15 hours ago,26/05/2023,"Truly, this is a pressing issue. I hope somebody at the helm is watching. Links 'n' stuff: The mentioned turn signal video https://youtu.be/O1lZ9n2bxWA My other vehicular-lighting related..."
RAID: Call of the Arbiter | Limited Series | Episode 2: Athel,https://www.youtube.com/watch?v=b8BNxCUg9Xs,,Raid: Shadow Legends,804K,16 hours ago,26/05/2023,Something lies hidden within the Eternal Citadel. Will Athel answer the call of the Arbiter and stop at nothing to find this forbidden truth? #CallofTheArbiter #DiscoverTheLore #RaidShadowLegends...
