title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
How War in Ukraine is Destroying Russia,https://www.youtube.com/watch?v=f1WFrsz4g14,https://i.ytimg.com/vi/f1WFrsz4g14/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBO1qgGudyYmZCYyhlyrIwQoMwxvw,RealLifeLore,1M,17 hours ago,01/11/2022,Get a year of both Nebula and CuriosityStream for just 14.79 here: https://curiositystream.com/?coupon=reallifelore Watch the full companion video covering Russia's Invasion of Ukraine here:...
Ross Chastain pulls off INSANE move on Denny Hamlin to reach Championship 4 | Motorsports on NBC,https://www.youtube.com/watch?v=Mn6S0TVYon4,https://i.ytimg.com/vi/Mn6S0TVYon4/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCYEcIxxNqROVgcbuWjNwllv1jvtQ,Motorsports on NBC,444K,1 day ago,01/11/2022,Ross Chastain pulls off the move of the season on Denny Hamlin during the final lap of the NASCAR Cup Series race at Martinsville Speedway to qualify for the Championship 4 at Phoenix Raceway....
Kodak Black - 300 Blackout [Official Music Video],https://www.youtube.com/watch?v=l2Pe9ZN7-4c,,Kodak Black,519K,1 day ago,01/11/2022,Kodak Black - 300 Blackout 'Kutthroat Bill Vol. 1' OUT NOW! Stream/Download: https://Kodak.lnk.to/KutthroatBillVol1 Subscribe for more official content from Kodak Black: https://Atlantic.lnk.to...
Motionless In White - Werewolf [Official Video],https://www.youtube.com/watch?v=xzojuv9zMGA,,Motionless In White,323K,16 hours ago,01/11/2022,"Motionless In White's official video for 'Werewolf' - available now on Roadrunner Records. Listen to the new album ""Scoring The End Of The World"" out now: https://motionlessinwhite.lnk.to/STEOTW..."
"Jake Paul KNOCKS DOWN Anderson Silva late, wins via Unanimous Decision I FULL HIGHLIGHTS",https://www.youtube.com/watch?v=lVxm9Cuc5RY,,CBS Sports HQ,402K,1 day ago,01/11/2022,Brian Campbell joins CBS Sports HQ to break down the boxing match between Jake Paul & Anderson Silva. SUBSCRIBE TO OUR CHANNEL: https://www.youtube.com/user/CBSSportsHQ WATCH CBS Sports HQ:...
Jake Paul vs Anderson Silva HIGHLIGHTS,https://www.youtube.com/watch?v=Qa3anjyAMgc,,MMAWeekly.com,566K,1 day ago,01/11/2022,"See the highlights from Jake Paul vs Anderson Silva HIGHLIGHTS video from the Phoenix, Arizona. #paulsilva | #jakepaul | #andersonsilva | #paulsilvahighlights video footage provided..."
Dawn of the Phyrexian Invasion - Official Cinematic Trailer - Dominaria United | The Brothers' War,https://www.youtube.com/watch?v=L2DGv2bmsqo,,Magic: The Gathering,9.7M,1 day ago,01/11/2022,Phyrexians have taken root in Dominaria as a shocking sleeper agent is revealed. Now a weary hero must travel back in time to discover how to defeat Magic’s greatest villains. Witness the...
Papua New Guinea play Cook Islands in Round 2 in Group D | RLWC2021 Cazoo Match Highlights,https://www.youtube.com/watch?v=SokX99nCXNc,,Rugby League World Cup 2021,224K,6 days ago,01/11/2022,Subscribe to our channel: http://bit.ly/32m9OIT Follow RLWC2021 on Twitter: http://bit.ly/2pCQ06T Like RLWC2021 on Facebook: http://bit.ly/32rArMJ Follow RLWC2021 on Instagram: http://bit.ly/34C8...
Will scary stories raise our body vitals?!,https://www.youtube.com/watch?v=XB5PKHwAWVo,,The Grumps,168K,13 hours ago,01/11/2022,We want to get lunch with Knife Guy at some point in our lives. Click to SUBSCRIBE ► http://bit.ly/TheGrumps MERCH!! ► http://gamegrumps.com/merch Our email list! ► http://bit.ly/GrumpsStuf...
Deleting My YouTube Channel.,https://www.youtube.com/watch?v=1OZqvprj_Rk,,CoryxKenshin,7.1M,2 days ago,01/11/2022,Promise broken. Thank you for everything.
