title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Skip's Cowboys come up short again in 19-12 Divisional Round loss vs. 49ers | NFL | UNDISPUTED,https://www.youtube.com/watch?v=I2lFCLFN-qE,https://i.ytimg.com/vi/I2lFCLFN-qE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCemGUhHAjfew_4Atvm3rGP_q5bVQ,Skip and Shannon: UNDISPUTED,1.2M,14 hours ago,24/01/2023,"For the second straight year, the San Francisco 49ers bounced the Dallas Cowboys from the playoffs with a 19-12 final score. Dak Prescott threw two interceptions in the first half and finished..."
Shannon Sharpe addresses the altercation at Lakers-Grizzlies game | UNDISPUTED,https://www.youtube.com/watch?v=vO8RkA4laFw,,Skip and Shannon: UNDISPUTED,1.5M,14 hours ago,24/01/2023,Shannon Sharpe issues an apology for his actions following the court side incident at the Los Angeles Lakers vs. Memphis Grizzlies game on Friday January 20th. #Undisputed #NBA #ShannonSharpe...
🚨 FULL REACTION! 🚨 Stephen A. is LOVING the Cowboys’ playoff exit 😬 | First Take,https://www.youtube.com/watch?v=dqgNJxccGQc,,ESPN,861K,14 hours ago,24/01/2023,"On First Take, Stephen A. Smith, Michael Irvin and Dan Orlovsky talk in-depth about what happened to the Dallas Cowboys in their loss to the San Francisco 49ers. 0:00 Stephen A.’s impersonations..."
Dallas Cowboys vs. San Fransisco 49ers | 2022 Divisional Round Game Highlights,https://www.youtube.com/watch?v=CwaKooHmJOM,,NFL,3.3M,1 day ago,24/01/2023,Check out our other channels: NFL Mundo https://www.youtube.com/mundonfl NFL Brasil https://www.youtube.com/c/NFLBrasilOficial NFL UK https://www.youtube.com/channel/UCVe0dAja_vZCmvfHXjtdRQA...
I Hugged The World's Top 100 Celebrities,https://www.youtube.com/watch?v=92ZB43XbNmM,,Fidias,1.3M,15 hours ago,24/01/2023,"Try free for 7 days, and get a 60% discount if you join the annual subscription: https://speakly.app.link/fidias Leave a comment on the video ""Speakly for Life"" and 5 of you will win $100!"
JJ Redick Reacts To Shannon Sharpe vs. The Memphis Grizzlies,https://www.youtube.com/watch?v=KXBl4Sa66Fw,,JJ Redick,555K,15 hours ago,24/01/2023,"In this clip from The Old Man and The Three Things podcast, JJ Redick reacts to the dust up between Shannon Sharpe and Ja Morant, Steven Adams, Dillon Brooks and The Memphis Grizzlies. Subscribe..."
The Stickiest Non-Sticky Substance,https://www.youtube.com/watch?v=vS0TuIPoeBs,,Veritasium,980K,13 hours ago,24/01/2023,Adhesives based on gecko skin can hold huge weights – without sticking to anything. Head to https://brilliant.org/Veritasium to start your free trial. The first 200 of you will get 20% off...
M2 Max MacBook Pro Review: Back to Bumps!,https://www.youtube.com/watch?v=tmGDx9hVWwo,,Marques Brownlee,1.8M,16 hours ago,24/01/2023,It's an (impressive) bump instead of a quantum leap. MKBHD Merch: http://shop.MKBHD.com Get a dbrand skin for your MacBook Pro at https://dbrand.com/shop/macbooks Tech I'm using right now:...
Dungeons & Dragons: Honor Among Thieves | NEW Trailer (2023 Movie),https://www.youtube.com/watch?v=HGvv-Hhft3U,,Paramount Pictures,7.2M,16 hours ago,24/01/2023,"Let’s get this party started. Watch the brand-new trailer for Dungeons & Dragons: Honor Among Thieves. Only in theatres March 31, 2023. #DnDMovie To sign-up for exclusive updates: https://param..."
I took a ride on a moving radio telescope,https://www.youtube.com/watch?v=6o38C-ultvw,,Tom Scott,934K,14 hours ago,24/01/2023,"The Parkes Radio Telescope, part of CSIRO, is one of the most famous telescopes in the world: and it's got a unique way of getting equipment up and down from the central section. ▪ More about..."
