title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
South Korea vs. Portugal Highlights | 2022 FIFA World Cup,https://www.youtube.com/watch?v=js-bcssOQyo,,FOX Soccer,2.4M,13 hours ago,03/12/2022,South Korea and Portugal faced off in their final group stage matches. Portugal got the scoring kicked off early as Ricardo Horta scored in the 5th minute. Portugal would have another chance...
Marvel Studios’ Guardians of the Galaxy Volume 3 | Official Trailer,https://www.youtube.com/watch?v=u3V5KDHRQvk,,Marvel Entertainment,12M,1 day ago,03/12/2022,"It’s time to face the music. Watch the brand-new trailer for Marvel Studios’ Guardians of the Galaxy Volume 3 that just debuted at Brazil Comic Con. Only in theaters May 5, 2023. ►..."
Indiana Jones and the Dial of Destiny | Official Trailer,https://www.youtube.com/watch?v=ZfVYgWYaHmE,,Lucasfilm,6.3M,1 day ago,03/12/2022,"See #IndianaJones and the Dial of Destiny, only in theaters, June 30 2023. Harrison Ford returns as the legendary hero archaeologist in the highly anticipated fifth installment of the iconic..."
Why I've Been Gone,https://www.youtube.com/watch?v=2IwhkJ0XzRE,,MindofRez,1.4M,1 day ago,03/12/2022,"i am excited to announce that i am finally back, i missed you guys! i also suffer from a health condition that i wont disclose for personal reasons. thank you for supporting me throughout the..."
RM 'Wild Flower (with youjeen)' Official MV,https://www.youtube.com/watch?v=u18be_kRmC0,,HYBE LABELS,9.8M,1 day ago,03/12/2022,"RM 'Wild Flower (with youjeen)' Official MV Credits: Director: Woogie Kim Executive Producer: Katt Kim, Hyunwoo Nam Head Of Studio: Kyuwon Seo Account Executive: Jisoo Chung Communications..."
Latto - FTCU (feat. GloRilla & Gangsta Boo) [Official Video],https://www.youtube.com/watch?v=mkHQDPch6fo,,Latto,487K,1 day ago,03/12/2022,"Stream/Download ""FTCU"": https://latto.lnk.to/ftcuID Subscribe for more official content from Latto: https://latto.lnk.to/YouTubeSubscribe Follow Latto https://www.biglatto.com/ https://shop.b..."
Most Dangerous Animals!,https://www.youtube.com/watch?v=RcTLBsXvzQk,,Beast Reacts,4.2M,1 day ago,03/12/2022,SUBSCRIBE OR YOU'LL HAVE BAD LUCK CHECK OUT THESE CHANNELS OR ELSE Kai Banks https://www.youtube.com/watch?v=I6xjNt-ZB60 Dawid Boths https://www.youtube.com/watch?v=ZdRW4qN0RPM Sherri Wasserman...
Japan vs. Spain Highlights | 2022 FIFA World Cup,https://www.youtube.com/watch?v=EPWrVyyd3U4,,FOX Soccer,2.3M,1 day ago,03/12/2022,Japan and Spain faced off in their final group stage games. Álvaro Morata continued his hot start to the World Cup with his third goal by way of a header in 11’. Morata became the second...
Metro Boomin & Future - Superhero (Heroes & Villains) [Official Music Video],https://www.youtube.com/watch?v=_WCD3Z9UmJ4,,Metro Boomin,648K,13 hours ago,03/12/2022,Download/stream ‘Heroes & Villains’ by Metro Boomin now: https://MetroBoomin.lnk.to/HeroesandVillains Connect with Metro Boomin: https://twitter.com/metroboomin https://www.instagram.com/metr...
Bodies Bodies Bodies (2022) KILL COUNT,https://www.youtube.com/watch?v=Yi0Mdvcg1Dg,,Dead Meat,524K,16 hours ago,03/12/2022,Thanks to Raycon for sponsoring today's Kill Count! Go to https://buyraycon.com/deadmeat for 15% off your order! Brought to you by Raycon MERCH: http://deadmeatstore.com PATREON ► https://patre...
