title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Minecraft Live 2022: Vote for the Rascal!,https://www.youtube.com/watch?v=9NXbtp9uhOI,https://i.ytimg.com/vi/9NXbtp9uhOI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCecJfIxE7xmXlBAdBqI-DWZD_WDA,Minecraft,3M,15 hours ago,06/10/2022,"Meet the rascal, a mischievous mob that loves to play Hide & Seek! The rascal lurks in underground mines, waiting to be found. If you spot the same rascal three times, it will reward you with..."
Christian Bale Breaks Down His Most Iconic Characters | GQ,https://www.youtube.com/watch?v=TRGHIN2PGIA,https://i.ytimg.com/vi/TRGHIN2PGIA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBu2YASBJp5A3-V1HxG0H-X2YfaYA,GQ,2.4M,14 hours ago,06/10/2022,"Christian Bale breaks down a few of his most iconic characters from 'American Psycho,' 'The Dark Knight' Trilogy, 'The Fighter,' 'The Machinist,' 'The Big Short,' 'Vice,' 'Empire of the Sun,'..."
"GloRilla Glows Up In Every Way With Performance Of ""Tomorrow!"" & ""F.N.F."" | Hip Hop Awards '22",https://www.youtube.com/watch?v=xkwc5TZmdIs,https://i.ytimg.com/vi/xkwc5TZmdIs/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB6nFepaPzPI7vwc89KgQQ1h2Fvig,BETNetworks,634K,1 day ago,06/10/2022,"Watch GloRilla's performance of ""F.N.F."" & ""Tomorrow"" from the 2022 Hip Hop Awards. #HipHopAwards22 #HipHopAwards #GloRilla #BET @theofficialGloRilla @GloRillaVEVO SUBSCRIBE to #BET! ►►..."
what happened.,https://www.youtube.com/watch?v=t6fIp7mMJ90,,The Try Guys,8M,2 days ago,06/10/2022,
"this is my 5,000th video",https://www.youtube.com/watch?v=Msg9hvHphtU,,jacksepticeye,836K,13 hours ago,06/10/2022,"I can't believe I've uploaded 5,000 videos to this channel. Get NordVPN: https://nordvpn.com/jacksepticeye Buy MY coffee: https://topofthemornincoffee.com/ Twitter : https://twitter.com/Jacksepti..."
"Diddy On Owing Artists Money, Mase's Debt, Alternatives To Marriage, Yung Miami + More",https://www.youtube.com/watch?v=aZ82AvAa_tw,,Breakfast Club Power 105.1 FM,614K,18 hours ago,06/10/2022,Subscribe NOW to The Breakfast Club: http://ihe.art/xZ4vAcA Get MORE of The Breakfast Club: ► LISTEN LIVE: http://power1051fm.com/ ► CATCH UP on What You Missed: http://ihe.art/Dx2xSGN...
"Fat Joe, Wu-Tang Clan & More Shook Us WIth Their Legendary Performance | HIp Hop Awards '22",https://www.youtube.com/watch?v=2u7nlMY7FPs,,BETNetworks,575K,1 day ago,06/10/2022,"Watch legends Dead Prez, Mobb Deep, M.O.P., Fat Joe, Remy ma, Lil' Flip, David Banner, Project Pat, Three Six Mafia, and Wu-Tang Clan perform their hits on the 2022 Hip Hop Awards stage. #HipHopAwa..."
I Met Dream In Real Life,https://www.youtube.com/watch?v=i7ytY9Onf9o,,GeorgeNotFound,6.4M,2 days ago,06/10/2022,I met Dream in real life finally... We've been online friends for what feels like my whole life and this is our first time meeting in peson. This was one of the best weeks of my life. Follow...
I Tried Out for an NBA Team and This Happened…,https://www.youtube.com/watch?v=5HNy7b6bz4g,,Jesser,1.5M,1 day ago,06/10/2022,I tried out for the NBA G League... and this is how it went! Download the brand NEW NBA app and check it out the behind the scenes as I follow my dreams to make it to the league (https://app.link...
62!!! AARON JUDGE BREAKS American League single-season HOME RUN RECORD! HISTORY!,https://www.youtube.com/watch?v=jblL-wh4YmY,,MLB,1.3M,1 day ago,06/10/2022,"Aaron Judge makes history with his 62nd home run of the season, passing Roger Maris for most EVER by an American League hitter. Don't forget to subscribe! https://www.youtube.com/mlb Follow..."
