title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
WELCOME TO MY BIGGEST SURPRISE YET...,https://www.youtube.com/watch?v=D2aSSUjEd0A,https://i.ytimg.com/vi/D2aSSUjEd0A/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDAjwg6UVs7RXTWaxvyht_W95H-Og,Jaiden Animations,1.8M,10 hours ago,12/11/2022,MARK YOUR CALENDARS!!! BE THERE!!!! I'LL PROBABLY NEVER DO THIS EVER AGAIN Edited by alex: https://twitter.com/HuroImAlex
"John Wick: Chapter 4 (2023 Movie) Official Trailer – Keanu Reeves, Donnie Yen, Bill Skarsgård",https://www.youtube.com/watch?v=qEVUtrk8_B4,,Lionsgate Movies,13M,1 day ago,12/11/2022,"#JohnWick4 – Only in theaters & IMAX March 24. Starring Keanu Reeves, Donnie Yen, Bill Skarsgård, Laurence Fishburne, Hiroyuki Sanada, Shamier Anderson, Lance Reddick, Rina Sawayama, Scott..."
GloRilla - Nut Quick (Official Music Video),https://www.youtube.com/watch?v=uOQw0dX0fao,,theofficialGloRilla,628K,1 day ago,12/11/2022,"Stream GloRilla's debut EP 'Anyways, Life's Great...' out everywhere: https://glorilla.lnk.to/ALG Follow #GloRilla: Instagram: https://www.instagram.com/glorillapimp/ TikTok: https://www.tiktok.co..."
I Used Trains to Create Absolute Mayhem in Satisfactory,https://www.youtube.com/watch?v=wV6kWL5WU78,,Let's Game It Out,1.9M,1 day ago,12/11/2022,"Cities: Skylines is free to try Nov 10-14! Don't delay, those cities are just waiting to be destroyed: https://play.citiesskylines.com/LGIO JOIN MY STREAMS! ► https://www.twitch.tv/letsgameitout..."
I Opened The World’s Largest Coffee Store That Pays You!,https://www.youtube.com/watch?v=MaEjzRaO87w,,ZHC,488K,15 hours ago,12/11/2022,Buy my new Fayur plushies: https://zhcstore.com/ for a chance to win a signed plushy Huge thank you to Preston for letting us paint the store! https://www.youtube.com/c/PrestonPlayz Check...
Hogwarts Legacy - Gameplay Showcase,https://www.youtube.com/watch?v=ecgrvh4kQRU,,Hogwarts Legacy,477K,12 hours ago,12/11/2022,"Join Game Director Alan Tew, Senior Environment Artist Boston Madsen, Community Manager Chandler Wood, and special guest Community Host James “XpectoGO” Whitehead in this all new look at..."
The Insect Tier List,https://www.youtube.com/watch?v=g9BMcIxrkF4,,TierZoo,1.7M,1 day ago,12/11/2022,go to https://nordvpn.com/tierzoo to make sure someone is watching your back while you browse the internet! Music: Eyewitness Intro Multiplayer Theme -Call of Duty Black Ops 2 Unfounded...
Rod Wave - Break My Heart (Official Video),https://www.youtube.com/watch?v=SXrcyqCPu4E,,RodWave,1.7M,2 days ago,12/11/2022,"Pre-Save Rod Wave's New Project ""Jupiter Diaries: The 7 Day Theory"", Now: https://rodwave.lnk.to/JupiterDiaries Stream Rod Wave ""Break My Heart"" On All Platforms Now: https://rodwave.lnk.to/BreakM..."
3000 Days - [Hardcore Minecraft] OFFICIAL TRAILER,https://www.youtube.com/watch?v=iy2H30prvBA,,Luke TheNotable,161K,12 hours ago,12/11/2022,3000 Days - [Hardcore Minecraft] Premieres Nov. 25th 2022. Luke TheNotable will be at the live premiere of 3000 Days! Make sure to show up on premiere day to watch 3000 Days for the first time...
Sabrina Carpenter - Nonsense (Official Video),https://www.youtube.com/watch?v=YcSP1ZUf1eQ,,Sabrina Carpenter,651K,1 day ago,12/11/2022,Sabrina Carpenter - Nonsense (Official Video) Stream emails i can’t send here: https://sabrinacarpenter.lnk.to/EICS Director: Danica Kleinknecht Production Company: Ecorse Executive Producer:...
