title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Celebrating Jollof Rice,https://www.youtube.com/watch?v=oxUid0_e5Sk,https://i.ytimg.com/vi/oxUid0_e5Sk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBRtWgrQO9y_VRX1YlRxuyFerBjOQ,GoogleDoodles,10M,15 hours ago,05/11/2022,"Today’s Doodle celebrates jollof rice, a quintessential West African dish simmered in reduced tomatoes, onions, peppers and regional spices. On this day each year, rice farmers plant and..."
Major Distribution,https://www.youtube.com/watch?v=b-UsFrol25Y,https://i.ytimg.com/vi/b-UsFrol25Y/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRGUD1RFcgAAaaXw_MhLLcEpWYKA,Drake,1.7M,1 day ago,05/11/2022,"Provided to YouTube by Universal Music Group Major Distribution · Drake · 21 Savage Her Loss ℗ 2022 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc..."
"Tom MacDonald - ""Fighter""",https://www.youtube.com/watch?v=gXEJefeiifc,,Tom MacDonald,723K,14 hours ago,05/11/2022,DOWNLOAD on iTunes: https://geo.itunes.apple.com/us/album/fighter-single/1652321170?ls=1&app=itunes DOWNLOAD on Amazon: https://www.amazon.com/music/player/albums/B0BL7M4BRP?marketplaceId=ATVPDKIKX...
I Can't Hide This Any Longer,https://www.youtube.com/watch?v=KcvhkecTWy4,,CoryxKenshin,2.8M,1 day ago,05/11/2022,https://coryxkenshin.com GOGOGOGO BEFORE IT SELLS OUT https://coryxkenshin.com https://coryxkenshin.com https://coryxkenshin.com https://coryxkenshin.com Song by Park: https://www.youtube.com/wat...
Extreme Try Not To Laugh Challenge!,https://www.youtube.com/watch?v=HR1ig6u9-6A,,Beast Reacts,5.1M,1 day ago,05/11/2022,subscribe if you laughed lol zucccccccccc https://www.instagram.com/reel/CgR3Hd2Ffd/ B1u3ism1d https://www.tiktok.com/t/ZTR9nKhG2/ Blue_Lobsta https://www.tiktok.com/t/ZTR9WJEXQ/ criskingvo...
"Minecraft, But The World Slowly EXPANDS (#4)",https://www.youtube.com/watch?v=keljQTQp47s,,WadZee,808K,14 hours ago,05/11/2022,"Today I played minecraft but the World Slowly EXPANDS! In this Minecraft Lets Play, the world GROWS every episode by an increasing amount. Today is episode 4, so the border expands by 4 blocks..."
Surveillance footage shows moments before TakeOff died,https://www.youtube.com/watch?v=e4LscbyxgsM,,11Alive,1M,1 day ago,05/11/2022,Houston Police said they don't have any solid leads on who the shooter is but believe that two shooters opened fire at the private event. More on the shooting: https://www.11alive.com/article/news...
Cardi B Honors Takeoff With Touching Tribute,https://www.youtube.com/watch?v=MrADAzLaSxw,,Entertainment Tonight,584K,16 hours ago,05/11/2022,"Cardi B is remembering Takeoff. On Twitter, she shared a touching video in tribute to the late rapper. Cardi, whose husband, Offset, was Takeoff's cousin and fellow Migos member, retweeted..."
Joji - Die For You,https://www.youtube.com/watch?v=kIEWJ1ljEro,,Joji,1.6M,1 day ago,05/11/2022,'SMITHEREENS' album out now: https://joji.lnk.to/SMITHEREENS Official 'SMITHEREENS' merch: https://joji.lnk.to/officialstore Created by Actual Objects Subscribe to Joji https://Joji.lnk.to/subsc...
Preserving a Pumpkin in Solid Resin… Will it rot?,https://www.youtube.com/watch?v=fQq8pHGoKuk,,Evan and Katelyn,274K,15 hours ago,05/11/2022,"We continue our quest to preserve a carved pumpkin in resin. Will our jack-o-lantern survive? Thanks to our sponsor Squarespace, go to https://www.squarespace.com/evanandkatelyn for 10% off..."
