title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
LARGEST COMEBACK IN HISTORY! Indianapolis Colts vs. Minnesota Vikings | 2022 Week 15 Game Highlights,https://www.youtube.com/watch?v=L_hlvNda2E8,,NFL,3.2M,1 day ago,19/12/2022,Check out our other channels: NFL Mundo https://www.youtube.com/mundonfl NFL Brasil https://www.youtube.com/c/NFLBrasilOficial NFL UK https://www.youtube.com/channel/UCVe0dAja_vZCmvfHXjtdRQA...
The Closing Ceremony DELIVERED! | FIFA World Cup Qatar 2022,https://www.youtube.com/watch?v=lNRB7OCo8Wo,,FIFA,2.5M,14 hours ago,19/12/2022,Listen to the official FIFA World Cup soundtrack on all of your favourite streaming platforms: https://www.youtube.com/playlist?list=PLCGIzmTE4d0gEHK31fdcvzIs-odaYBMtq The opening ceremony...
Oppenheimer | Official Trailer,https://www.youtube.com/watch?v=bK6ldnjE3Y0,,Universal Pictures,2.6M,5 hours ago,19/12/2022,"Oppenheimer - Only In Theaters 7 21 23 Written and directed by Christopher Nolan, Oppenheimer is an IMAX®-shot epic thriller that thrusts audiences into the pulse-pounding paradox of the..."
Trying to Find My Girlfriend Blindfolded!,https://www.youtube.com/watch?v=QUmj4Et3gnw,,Stokes Twins,1.7M,22 hours ago,19/12/2022,"If you want to grab our brand new Stokes Twins dragon and enter the Stokes Twins Challenge for a chance to win 1500$, click here to download Dragon City and claim a Starter Pack of 15,000 Food,..."
This Will Be The Coldest Christmas In Decades…,https://www.youtube.com/watch?v=yaRf4pesoVg,,"Ryan Hall, Y'all",990K,13 hours ago,19/12/2022,Get a Y’all O Meter here!: https://shopryanhall.com/products/yall-0-meter-2-0 In this video we are talking about a historic cold front that will be making its way across the US just in time...
Trump NFT Cold Open - SNL,https://www.youtube.com/watch?v=Izukxr-SfsM,,Saturday Night Live,1.8M,1 day ago,19/12/2022,Donald Trump (James Austin Johnson) gets help from Donald Trump Jr. (Mikey Day) and Kimberly Guilfoyle (Cecily Strong) to announce his collection of NFT digital trading cards. Saturday Night...
Dude Perfect's $100 Million Theme Park,https://www.youtube.com/watch?v=ZyHm55m7t-4,,Dude Perfect,4.7M,1 day ago,19/12/2022,Our next HQ... is for YOU! We are PSYCHED to announce Dude Perfect World! Special thanks to PGA Tour 2K23 for sponsoring Get Crafty! Click HERE to get the game! ► https://pgatour.2k.com/2k23/bu...
Lionel Messi hoists trophy after Argentina wins the 2022 FIFA World Cup | FOX Soccer,https://www.youtube.com/watch?v=4dZOsaUAilg,,FOX Soccer,2.5M,11 hours ago,19/12/2022,Lionel Messi hoists trophy after Argentina wins the 2022 FIFA World Cup by defeating France 3-3 in PKs. Argentina won its' first World Cup since 1986. #FOXSoccer #FIFAWorldCup #LionelMessi...
"Game Theory: FNAF, The Origins Of EVIL",https://www.youtube.com/watch?v=ZfomNvIEX74,,The Game Theorists,2.2M,1 day ago,19/12/2022,Special thanks to air up for sponsoring this episode! Give the gift of air up this holiday season & enjoy 10% off your entire order w/ code GAMETHEORISTS! ► https://airup.link/gametheorists...
"Giving My Mentor a 3,000 Year Old Tradition for Christmas",https://www.youtube.com/watch?v=73nxUFp71uc,,Xyla Foxlin,275K,14 hours ago,19/12/2022,Jimmy's Video: https://youtu.be/cqAaAWTmF_M Colin's Video: https://youtu.be/nK9wYzIEk_g Full Playlist: https://www.youtube.com/playlist?list=PLBsfTOjKcQe9Kw8hLmO8mmNIpraOUF-c7 #YTMakersSecretSanta...
