title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Ice Spice & Nicki Minaj - Princess Diana (Official Music Video),https://www.youtube.com/watch?v=gMq-I0dejjE,https://i.ytimg.com/vi/gMq-I0dejjE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCZNRpJCGb963pB0eg5xhqVyg5pNw,Ice Spice,3.6M,14 hours ago,15/04/2023,"Watch the official video for Ice Spice ""Princess Diana” Feat. Nicki Minaj Stream // Download Ice Spice's new single ""Princess Diana"" here: http://IceAndNicki.lnk.to/PDR Follow Ice Spice..."
My Brother Almost Died (18 Times...),https://www.youtube.com/watch?v=STPzH0Uob54,,Haminations,1.3M,13 hours ago,15/04/2023,"Dumb blondes, am I right? Check out our Spring Sale! Use the code 'HAM15' at checkout for 15% off! https://crowdmade.com/collections/haminations The Team(s)! TEAM RED: Project Manager, BG..."
The Legend of Zelda: Tears of the Kingdom – Official Trailer #3,https://www.youtube.com/watch?v=uHGShqcAHlQ,,Nintendo of America,5.9M,1 day ago,15/04/2023,"Watch the final pre-launch trailer for The Legend of Zelda: Tears of the Kingdom, coming May 12th, only on Nintendo Switch. Pre-order now: https://www.zelda.com/tears-of-the-kingdom/ #Zelda..."
YoungBoy Never Broke Again Ft Mariah the Scientist - RearView [Official video],https://www.youtube.com/watch?v=SAheAwnUbcE,,YoungBoy Never Broke Again,1.1M,1 day ago,15/04/2023,
Man United vs. Sevilla: Extended Highlights | UEL Quarter-Finals - Leg 1 | CBS Sports Golazo,https://www.youtube.com/watch?v=T3R8onC1yM0,,CBS Sports Golazo - Europe,636K,1 day ago,15/04/2023,"Manchester United’s world class talent will be put to the test by the Europa League masters and record six time tournament champions, Sevilla. Stream UEFA Matches on Paramount+: https://www.para..."
Explaining concrete while getting buried in it,https://www.youtube.com/watch?v=rWVAzS5duAs,,Veritasium,846K,13 hours ago,15/04/2023,Concrete = cement + sand + gravel. Cement is the most important man-made material on Earth. Offset your carbon footprint on Wren: https://wren.co/veritasium . For the first 100 people who sign...
Princess Diana,https://www.youtube.com/watch?v=1W31eskA2Ck,,Ice Spice,508K,1 day ago,15/04/2023,"Provided to YouTube by Universal Music Group Princess Diana · Ice Spice · Nicki Minaj Princess Diana ℗ Heavy On It/10K Projects/Capitol Records; ℗ 2023 Dolo Entertainment, Inc., under..."
Post Malone - Chemical (Official Music Video),https://www.youtube.com/watch?v=IzPQ_jA00bk,,Post Malone,1.4M,1 day ago,15/04/2023,Official music video for “Chemical” by Post Malone. Stream & Download the song here: https://PostMalone.lnk.to/chemicalYD ►Subscribe for more: https://postmalone.lnk.to/subscribeYD ...
Eladio Carrión ft. Anuel AA - Triste Verano (Video Oficial),https://www.youtube.com/watch?v=SQymtMNE9BU,,Eladio Carrion,2.8M,1 day ago,15/04/2023,Eladio Carrión ft. Anuel AA - Triste Verano https://rimas.io/TristeVerano Suscríbete al canal: https://rimas.ffm.to/yteladio Más de Eladio: 3MEN2 KBRN: https://rimas.ffm.to/3men2kbrn...
2 Million Subs Pokémon Meme Review,https://www.youtube.com/watch?v=x14_1gqeGvk,,MandJTV,319K,15 hours ago,15/04/2023,"Go to https://buyraycon.com/mandjtv for 15% off your order, plus get free domestic or flat fee international shipping. Brought to you by Raycon. The April 2023 episode of ASPITPIAY, aka Pokemon..."
