title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Coco Jones - ICU,https://www.youtube.com/watch?v=rtfyUvIYaKw,https://i.ytimg.com/vi/rtfyUvIYaKw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-0j7mFYHSxq0C1zaWiMN4i702Yw,Coco Jones,4.1M,3 months ago,24/02/2023,Watch Coco Jones Official video for 'ICU' Stream/Download 'ICU': https://cocojones.lnk.to/ICU Follow Coco Jones: https://www.instagram.com/cocojones/ https://www.tiktok.com/@cocojones https://twi...
ATOMIC HEART is... well you just gotta play it lol,https://www.youtube.com/watch?v=xgBxs7MBpmk,https://i.ytimg.com/vi/xgBxs7MBpmk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDXmTWMF8Z9xTPwpdOQpbjeYGyUnQ,CoryxKenshin,2.3M,1 day ago,24/02/2023,"Check out Atomic Heart here: https://bit.ly/40B1qES available on PS4, PS5, Xbox One, Xbox Series and PC! Join ► http://bit.ly/1vKSGtU Tiktok ► https://www.tiktok.com/@notcoryxkenshin Twitter..."
Quavo - Greatness (Official Video),https://www.youtube.com/watch?v=0mx3Hwq4QXw,https://i.ytimg.com/vi/0mx3Hwq4QXw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCV0RQWEucNrw6KacSQwq_AS_KSWg,Quavo Huncho,1.1M,1 day ago,24/02/2023,"Official video for ""Greatness"" by Quavo ♾🚀 #Quavo #Greatness"
Liverpool vs. Real Madrid: Extended Highlights | UCL Round of 16 - Leg 1 | CBS Sports Golazo,https://www.youtube.com/watch?v=qCm0uKgQxvc,,CBS Sports Golazo,2M,2 days ago,24/02/2023,"Extended Highlights, Presented By Heineken In a rematch of the 2022 Champions League Final, two of the world’s most storied clubs square up as Real Madrid travels to Anfield to play Liverpool...."
The Sims 4 Growing Together: Official Gameplay Trailer,https://www.youtube.com/watch?v=XC94CHpni1Y,,The Sims,386K,14 hours ago,24/02/2023,"Live a life full of important choices, memorable milestones, and dynamic relationships in The Sims 4 Growing Together Expansion Pack*, launching March 16 at 10 a.m. PT. Pre-order or buy through..."
Attempting a Pokémon Nuzlocke vs 6 YouTubers,https://www.youtube.com/watch?v=svgylR1xRwk,,Alpharad,698K,1 day ago,24/02/2023,"I turned Pokémon nuzlockes into a competitive event alongside @jaidenanimations, @failboat, @yakirisu, @cjya, and @CaptainKiddYT! ➤ STREAM: http://twitch.tv/alpharad ➤ MERCH: http://pleasebuym..."
How Tesla Fumbled,https://www.youtube.com/watch?v=xpUIZ32n9nw,,Wendover Productions,371K,14 hours ago,24/02/2023,Offset your carbon footprint with confidence with Wren--the first 100 people to sign up will have ten trees planted on their behalf for free: https://wren.co/start/wendover Watch Jet Lag:...
Building The LARGEST SPIKE BALL in Roblox Build a Boat,https://www.youtube.com/watch?v=Xzg24pZ2Q_Q,,Socksfor3,480K,1 day ago,24/02/2023,subscribe pls im desperate Game → https://www.roblox.com/games/537413528/Build-A-Boat-For-Treasure my star code → SOCKS play my game if u want→ https://www.roblox.com/games/9335452426/Find...
Bryan Cranston Breaks Down His Most Iconic Characters | GQ,https://www.youtube.com/watch?v=t_OsnMfKgt4,,GQ,219K,13 hours ago,24/02/2023,"""Had 'Malcolm in the Middle' been picked up for an eighth season, someone else would've played Walter White."" Bryan Cranston breaks down a few of his most iconic characters from 'Breaking Bad,'..."
GUESS the MINECRAFT MOB CHALLENGE! (impossible),https://www.youtube.com/watch?v=N4TsVk1CtzY,,BeckBroPlays,414K,1 day ago,24/02/2023,GUESS the MINECRAFT MOB CHALLENGE! (impossible) w/BeckBroPlays ✅ SUBSCRIBE FOR COOKIES 🍪's ➡ https://bit.ly/2nfAo85 👕 MERCH - https://beckbrojack.co MAIN CHANNEL: https://www.youtube.com...
