title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
I Survived On €0.01 For 1 Week - Day 2,https://www.youtube.com/watch?v=WAeN6cubmpo,https://i.ytimg.com/vi/WAeN6cubmpo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB_ESvXlFv5dOkYUxqS3FPLxuVkWA,Ryan Trahan,2.7M,15 hours ago,03/07/2023,day 2. 1 penny. 1 mission. donate here - https://give.water.org/f/penny/
I Turned a Whole Town Into a Monument of Insanity - Car for Sale,https://www.youtube.com/watch?v=hmHOS_nRyLA,https://i.ytimg.com/vi/hmHOS_nRyLA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4BQnjQs2OFuOINDyBkHOGoVh3tg,Let's Game It Out,728K,15 hours ago,03/07/2023,"Thanks to Call of Dragons for sponsoring! Check it out through my linkie: https://bit.ly/CoDMonster_LGIO And also use code ""CoDMonster"" for a whole bunch of special rewards! JOIN MY STREAMS!..."
I Survived On €0.01 For 1 Week,https://www.youtube.com/watch?v=7_hVt4Eq0qw,,Ryan Trahan,4.5M,1 day ago,03/07/2023,1 penny. 1 week. 1 mission. donate here - https://give.water.org/f/penny/
ITZY “BET ON ME” M/V @ITZY,https://www.youtube.com/watch?v=RmTq3cJqyCo,,JYP Entertainment,2.3M,15 hours ago,03/07/2023,ITZY “BET ON ME” M/V 🥊 ITZY 'KILL MY DOUBT' PRE-SAVE & PRE-ORDER https://ITZY.lnk.to/KILLMYDOUBT 🥊 ALBUM RELEASE 2023.07.31 MON 6PM (KST) | 5AM (EDT) [ITZY Official] ▶ https://www.y...
The Most Dangerous Weapon is NOT Nuclear,https://www.youtube.com/watch?v=9FppammO1zk,,Kurzgesagt – In a Nutshell,1.4M,17 hours ago,03/07/2023,"Sources & further reading: https://sites.google.com/view/sources-biorisk This video was made possible through a grant by Open Philanthropy. Check out the biorisk career guide from 80,000 hours:..."
"$50,000 Crystal Treasure Hunt",https://www.youtube.com/watch?v=eFmpqhvedt8,,Dude Perfect,3M,1 day ago,03/07/2023,Crystal hunting ROUND 2! ► Thanks for subscribing! - http://bit.ly/SubDudePerfect ► Come see us in YOUR city! - http://dudeperfect.com/tour/ MUSIC: “Golden” Performed by Outasight...
I Collected 1000 Sniffers in Minecraft Hardcore!,https://www.youtube.com/watch?v=cMdT_lhPBGg,,LockDownLife,430K,19 hours ago,03/07/2023,"I Collected over 1000 Sniffers in 1.20 Minecraft Hardcore! Sniffer eggs are really hard to find so getting 1000 sniffers was not easy, but by the end of the video we have a giant SNIFFER SANCTUARY..."
I beat ONLY UP! in 20 Minutes (Speedrun Explained),https://www.youtube.com/watch?v=ccU50yRfcqQ,,SmallAnt,569K,22 hours ago,03/07/2023,I got a 20 minute speedrun of Only Up today. Not the World Record but it would have beat the world record 6 days ago. Crazy to see how fast this speedrun is progressing. You should watch me...
"Woj's NBA free agency update on Damian Lillard, James Harden and Domantas Sabonis 🏀 | SportsCenter",https://www.youtube.com/watch?v=GIQWPGLlOY0,,NBA on ESPN,300K,15 hours ago,03/07/2023,"Woj's NBA free agency update on Damian Lillard, James Harden and Domantas Sabonis 🏀 | SportsCenter ESPN NBA Insider Adrian Wojnarowski joins SportsCenter to discuss how the Portland Trail..."
The Most Misunderstood Concept in Physics,https://www.youtube.com/watch?v=DxL2HoqLbyA,,Veritasium,2.5M,1 day ago,03/07/2023,"One of the most important, yet least understood, concepts in all of physics. Head to https://brilliant.org/veritasium to start your free 30-day trial, and the first 200 people get 20% off an..."
