title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Young Miko - Lisa,https://www.youtube.com/watch?v=Y7a_s5OCD5A,https://i.ytimg.com/vi/Y7a_s5OCD5A/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBAwbK2BN6cESbtEJiObme-gyOOzQ,Young Miko,27M,1 month ago,19/04/2023,Music video by Young Miko performing Lisa. © 2023 The Wave Music Group
Grupo Frontera x Bad Bunny - un x100to (Video Oficial),https://www.youtube.com/watch?v=3inw26U-os4,https://i.ytimg.com/vi/3inw26U-os4/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAujWbsL4oywZbVrW7bZLW5b3styg,Grupo Frontera,16M,1 day ago,19/04/2023,"Suscríbete a nuestro canal: https://bit.ly/GrupoFronteraYT Escucha ""un x100to: en todas las plataformas: https://rimas.io/unx100to Escucha lo mejor de Grupo Frontera aquí: https://bit.ly/LoMejorD..."
Freestyle with Love is Blind’s Marshall Glaze | The Viall Files w/ Nick Viall,https://www.youtube.com/watch?v=QxS7KDYQBWs,https://i.ytimg.com/vi/QxS7KDYQBWs/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDdpC4HN9HiilsP3ViT8AKy1BTduQ,Nick Viall,197K,15 hours ago,19/04/2023,Welcome back to The Viall Files: Love is Blind Edition! Today we are joined by Marshall Glaze fresh off of filming the Love is Blind Season Four Reunion. What happened with Jackie behind closed...
Draymond Ejected After STEPPING On Sabonis 😳,https://www.youtube.com/watch?v=koHXg0PlYq8,,Bleacher Report,552K,1 day ago,19/04/2023,Draymond ejected after stepping on sabonis Subscribe: https://www.youtube.com/user/BleacherReport?sub_confirmation=1 Follow on IG: http://www.instagram.com/f/bleacherreport Follow us on...
"Draymond Green ejected for stomping on Sabonis, Kings def. Warriors in Game 2 | NBA | UNDISPUTED",https://www.youtube.com/watch?v=Ub5ULX_Hx34,,Skip and Shannon: UNDISPUTED,617K,15 hours ago,19/04/2023,Draymond Green was ejected with seven minutes left in the Golden State Warriors Game 2 loss vs. Sacramento Kings after he stomped on Domantas Sabonis. Skip Bayless and Shannon Sharpe react...
Starship Flight Test,https://www.youtube.com/watch?v=L5QXreqOrTA,,SpaceX,5.5M,Streamed 1 day ago,19/04/2023,"SpaceX is targeting as soon as Monday, April 17 at 8:00 a.m. CT for the first flight test of a fully integrated Starship and Super Heavy rocket from Starbase in Texas. Starship is a fully..."
New *LOCK ON PISTOL* Update in Fortnite!,https://www.youtube.com/watch?v=mQ4ZYPECu38,,TG Plays,599K,13 hours ago,19/04/2023,"Fortnite Lock On Pistol Update Chapter 4, Season 2 gameplay with Typical Gamer! SUBSCRIBE & CLICK THE BELL! 🔔 Merch: https://typical.store Twitter: https://www.twitter.com/typicalgamer..."
How Corporate Consolidation is Killing Ski Towns,https://www.youtube.com/watch?v=S46iJIk3t70,,Wendover Productions,400K,15 hours ago,19/04/2023,Watch the Logistics of X right now and get $20 off an annual subscription by signing up at http://Nebula.tv/wendover Watch the Logistics of Ski Resorts here: https://nebula.tv/videos/wendover-the-l...
The Most Cursed Dating Shows | JonTron,https://www.youtube.com/watch?v=0Udo-nYQDqs,,JonTronShow,1.3M,1 day ago,19/04/2023,"Download Viking Rise to WIN $10,000 CASH: https://vr.igg.com/event/promotion/?code=eng_jontronshow Valhalla is calling! Lead your Viking warriors across new lands to plunder, conquer, and unlock..."
The Inside the NBA Crew Reacts to Kings-Warriors Game 2 Thriller | NBA on TNT,https://www.youtube.com/watch?v=HiVP_p7Q61A,,NBA on TNT,1M,1 day ago,19/04/2023,"WHAT A GAME 2 IN SAC-TOWN 👀 Watch highlights from Inside the NBA with Shaq, Charles Barkley, Kenny Smith and Ernie Johnson and more! Subscribe now to be updated on the latest videos: https://ww..."
