title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
"Game Theory: FNAF, I SOLVED Ruin! (Security Breach)",https://www.youtube.com/watch?v=kRsAOW2zE20,https://i.ytimg.com/vi/kRsAOW2zE20/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCCf4qN3h8Ovw2EQrTJNZWLMIeLjg,The Game Theorists,2.2M,1 day ago,08/06/2023,"Game Theory Is Now On Spotify! Check Out Some Of Your Favorite Episodes On Spotify! ► https://tinyurl.com/GameTheorySpotify Loyal Theorists, today I'm tackling one of the most recent FNAF..."
Apple Vision Pro Impressions!,https://www.youtube.com/watch?v=OFvXuyITwBI,,Marques Brownlee,10M,1 day ago,08/06/2023,"I tried Apple's first ever spatial computing device, a $3500 VR headset. These are my honest thoughts. Google Project Starline: https://youtu.be/J1oEWiUsKgU The podcast: https://youtube.com/wavef..."
Golden Buzzer: Putri Ariani receives the GOLDEN BUZZER from Simon Cowell | Auditions | AGT 2023,https://www.youtube.com/watch?v=Wyb0ExKOE4w,,America's Got Talent,6.7M,1 day ago,08/06/2023,17-year-old Putri Ariani from Indonesia has the voice of an angel! Watch as Simon Cowell goes on stage to ask for a second song from Putri. » Get The America's Got Talent App: http://bit.ly/AGTA...
Introducing Apple Vision Pro,https://www.youtube.com/watch?v=TX9qSaGXFyg,,Apple,23M,2 days ago,08/06/2023,"The era of spatial computing is here, where digital content blends seamlessly with your physical space. So you can do the things you love in ways never before possible. This is Apple Vision..."
Twitch Is Dead,https://www.youtube.com/watch?v=-5zGuFPxW88,,penguinz0,4.6M,1 day ago,08/06/2023,This is the greatest awful policy change of All Time Merch https://moistglobal.com/
WWDC 2023 — June 5 | Apple,https://www.youtube.com/watch?v=GYkq9Rgoj8E,,Apple,12M,Streamed 2 days ago,08/06/2023,"Watch the WWDC23 Apple Keynote announcing the latest Apple Vision Pro, MacBook Air 15"", software, services, and operating systems. 00:00:00 Introduction 00:03:09 Mac 00:16:49 iOS 00:34:34..."
Instead of Building a Space Colony I Built a Human Death Trap - Astro Colony - Ad,https://www.youtube.com/watch?v=U-u9hPjFYW0,,Let's Game It Out,1.5M,1 day ago,08/06/2023,Check out Astro Colony (25% off this week!) here: https://bit.ly/AstroColonyItOut Thanks to Terad Games for sponsoring this video! JOIN MY STREAMS! ► https://www.twitch.tv/letsgameitout...
Ellen Pompeo & Katherine Heigl | Actors on Actors,https://www.youtube.com/watch?v=TZ30Hl1UOaw,,Variety,830K,1 day ago,08/06/2023,"In their Actors on Actors conversation, Ellen Pompeo ('Grey's Anatomy') and Katherine Heigl ('Firefly Lane') reunite on camera for the first time since Heigl's exit from 'Grey's Anatomy,' where..."
BabyTron - 100 Bars (Directed by Cole Bennett),https://www.youtube.com/watch?v=v77ajUleJ5c,,Lyrical Lemonade,612K,1 day ago,08/06/2023,Lyrical Lemonade Presents BabyTron - 100 Bars (Official Music Video) http://instagram.com/babytron http://twitter.com/_babytron Directed by Cole Bennett Starring Andy Milonakis Song Produced...
State of Origin 2023 | Queensland Maroons v New South Wales Blues | Match Highlights,https://www.youtube.com/watch?v=gtOtwNWs7GA,,NRL - National Rugby League,411K,7 days ago,08/06/2023,The Queensland Maroons host the New South Wales Blues during the 2023 Ampol State of Origin series 🏉 SUBSCRIBE FOR MORE NRL ACTION 🏉 https://www.youtube.com/channel/UC33-OkQ6VCYk8xtml8Pk4-g?...
