title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Morgan Freeman kicks off the 2022 FIFA World Cup Opening Ceremony in Qatar | FOX Soccer,https://www.youtube.com/watch?v=fy3jjN0D5iQ,,FOX Soccer,2.5M,1 day ago,22/11/2022,Morgan Freeman makes an appearance in Qatar to kick start the 2022 FIFA World Cup opening Ceremony. #FOXSoccer #FIFA #WorldCup SUBSCRIBE to get the latest FOX Soccer content: http://foxs.pt/Subs...
Jung Kook from BTS performs 'Dreamers' at FIFA World Cup opening ceremony,https://www.youtube.com/watch?v=Jm29kLeWqDA,,FIFA,14M,1 day ago,22/11/2022,Relive Jung Kook's iconic performance of Dreamers as he was joined on stage by Fahad Al Kubaisi . Get all your World Cup content on FIFA+ 👉 https://fifaapp.onelink.me/nxRf/5a20ec7b Stream...
Mario Kart 8 Deluxe — Booster Course Pass - Wave 3 Release Date - Nintendo Switch,https://www.youtube.com/watch?v=2iaCRaF8ET8,,Nintendo of America,974K,16 hours ago,22/11/2022,"Start your engines! Wave 3 of the #MarioKart 8 Deluxe - Booster Course Pass arrives 12/7! Available for Nintendo Switch Online + Expansion Pack members at no additional cost, or on its own..."
Qatar World Cup: Last Week Tonight with John Oliver (HBO),https://www.youtube.com/watch?v=UMqLDhl8PXw,,LastWeekTonight,2.8M,23 hours ago,22/11/2022,"John Oliver discusses the Qatar World Cup, the human rights violations happening in the sporting event’s host country, and what perfection really means to David Beckham. Connect with Last..."
Quando Rondo & YoungBoy Never Broke Again - It's On [Official Audio],https://www.youtube.com/watch?v=KSLvMzAEZZE,,Quando Rondo,232K,14 hours ago,22/11/2022,Quando Rondo & YoungBoy Never Broke Again - It's On [Official Visualizer] Subscribe for more official content from Quando Rondo: https://1633.lnk.to/QuandoRondoSubscribe Follow Quando...
Game Deals - Scott The Woz,https://www.youtube.com/watch?v=Na_G9iREugA,,Scott The Woz,602K,1 day ago,22/11/2022,"Scott talks about what he considers to be good and bad deals in gaming, i.e. somebody was finally brave enough to talk about Mass Effect 3 on Wii U. Twitter: https://www.twitter.com/ScottTheWoz..."
Roddy Ricch - Twin (ft. Lil Durk) [Official Music VIdeo],https://www.youtube.com/watch?v=wIgAmimmz8Q,,Roddy Ricch,226K,13 hours ago,22/11/2022,Roddy Ricch - Twin Feed Tha Streets 3 Out Now Stream/Download: https://roddyricch.lnk.to/FTS3 Follow Roddy Ricch https://www.instagram.com/roddyricch https://twitter.com/roddyricch https://soundcl...
We Got Hunted In A School...,https://www.youtube.com/watch?v=_9PsLmbxvIg,,Tom Simons,975K,1 day ago,22/11/2022,We went to a REAL SCHOOL and played Tag. This was very irresponsible. see the cool hoodie I wore in the intro? THAT'S MY MERCH AND IT GOES FOREVER IN 2 WEEKS. CHECK IT OUT FAST https://tommyinnit.s...
Guy rates his exes,https://www.youtube.com/watch?v=jTne6FftNAI,,Cody Ko,760K,1 day ago,22/11/2022,Go to https://expressvpn.com/codyko and find out how you can get 3 months of ExpressVPN free! merch: http://ko-official.com podcast: https://www.youtube.com/tinymeatgang 2nd channel: https://www....
"Minecraft, But I Can NEVER Leave This Box (#5)",https://www.youtube.com/watch?v=smr_bx7mn0o,,WadZee,1.3M,1 day ago,22/11/2022,"Today I played minecraft but I can Never Leave this box! In this Minecraft Lets Play, the world GROWS every episode by an increasing amount. Today is episode 5, so the border expands by 5 blocks..."
