title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Nintendo Direct 6.21.2023 - Nintendo Switch,https://www.youtube.com/watch?v=s7t5jnpkCkI,,Nintendo of America,3.2M,Streamed 15 hours ago,22/06/2023,"Watch the latest Nintendo Direct livestream featuring information focused mainly on Nintendo Switch titles launching this year, including new details on Pikmin 4. 00:00 – Intro 00:14 –..."
Super Mario Bros. Wonder - Nintendo Direct 6.21.2023,https://www.youtube.com/watch?v=JStAYvbeSHc,,Nintendo of America,2.7M,15 hours ago,22/06/2023,"Super Mario Bros. Wonder is releasing for Nintendo Switch on October 20, 2023. Pre-order today: https://supermariobroswonder.nintendo.com/ Surprise and wonder await at every corner in the..."
WE BOUGHT SMOSH!,https://www.youtube.com/watch?v=DwsZggwPRKc,,Smosh,4.6M,1 day ago,22/06/2023,There's Anthony! BECOME A MEMBER TODAY to support a free and independent Smosh. https://youtube.com/smosh/join SUBSCRIBE: https://smo.sh/Sub2Smosh LIMITED EDITION SMOSH REUNION T-SHIRT!:...
I spent a day with IAN HECOX,https://www.youtube.com/watch?v=Jmws_bNRG6Q,,AnthonyPadilla,2.5M,1 day ago,22/06/2023,⭐️ Become a member and watch this series UNCENSORED & AD FREE: https://www.youtube.com/anthonypadilla/join. I spent a day with Ian Hecox to learn the truth about Smosh. ▸This episode...
Why it's so hard to find the missing Titanic submersible | About That,https://www.youtube.com/watch?v=woL1sY8FG78,,CBC News,1.3M,1 day ago,22/06/2023,"A submersible taking tourists to the wreck of the Titanic has disappeared. Andrew Chang breaks down what we know about the vessel, who's on board and what it’ll take to find it. »»»..."
Super Mario RPG - Nintendo Direct 6.21.2023,https://www.youtube.com/watch?v=0r5PJx7rlds,,Nintendo of America,1.5M,16 hours ago,22/06/2023,"Super Mario RPG is releasing for Nintendo Switch on November 17, 2023! Pre-order today: https://www.nintendo.com/store/products/super-mario-rpg-switch/ Join Mario, Bowser, Peach, and original..."
What might have happened to the Titanic exploration sub?,https://www.youtube.com/watch?v=tHFI7ddyK-c,,CBS News,2.1M,1 day ago,22/06/2023,"The search continues for a submersible that disappeared on a trip to view the wreckage of the Titanic. Five people are on board. The Coast Guard in Boston says the sub lost contact Sunday,..."
Try Not To Laugh Challenge #122 w/ Anthony Padilla,https://www.youtube.com/watch?v=G46n2JMJb48,,Smosh Pit,1.5M,1 day ago,22/06/2023,FOUND HIM SUBSCRIBE: https://smo.sh/Sub2SmoshPit WEAR OUR JOKES: https://smosh.com WHO YOU SEE Ian Hecox // https://www.instagram.com/ianhecox/ Shayne Topp // https://www.instagram.com/shaynetop...
True Facts: The Curious Adaptations of Sharks,https://www.youtube.com/watch?v=0C2K9jvqtXs,,Ze Frank,401K,16 hours ago,22/06/2023,Go to https://brilliant.org/zefrank to get a 30-day free trial + the first 200 people will get 20% off their annual subscription. merch: https://ze-true-store.myshopify.com/ patreon: https://www.p...
I Bought An Abandoned Audi R8 And It's Worse Than You Can Imagine,https://www.youtube.com/watch?v=d3zyS09ZqTg,,Tavarish,615K,14 hours ago,22/06/2023,Get Caramel RIGHT NOW for your next car purchase!►https://bit.ly/tavarishcaramel Thanks to Caramel for sponsoring this video! --------------------------------------------------------------------...
