title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Buffalo Bills vs. Los Angeles Rams | Week 1 2022 Game Highlights,https://www.youtube.com/watch?v=eWPijiN3vGU,https://i.ytimg.com/vi/eWPijiN3vGU/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6BlcjuEk6yUvWZzo-ULha00oruw,NFL,3.4M,1 day ago,10/09/2022,1st Quarter: 0:00 2nd Quarter: 2:24 3rd Quarter: 6:15 4th Quarter: 8:02 Check out our other channels: NFL Mundo https://www.youtube.com/mundonfl NFL Brasil https://www.youtube.com/c/NFLBrasilOfici...
"Tom MacDonald - ""Riot""",https://www.youtube.com/watch?v=NOCw4MoQ3xc,https://i.ytimg.com/vi/NOCw4MoQ3xc/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDnkD8enlC82MsYXQm-luXuVrGzIA,Tom MacDonald,760K,14 hours ago,10/09/2022,"DOWNLOAD ""Riot"" iTUNES: https://geo.itunes.apple.com/us/album/riot-single/1643327867?ls=1&app=itunes DOWNLOAD ""Riot"" AMAZON: https://www.amazon.com/dp/B0BCZNN32K/ref=dm_rwp_pur_lnd_albm_unrg..."
King Charles III delivers first speech after the death of Queen Elizabeth II | 9 News Australia,https://www.youtube.com/watch?v=AGFZ8lXbXY8,https://i.ytimg.com/vi/AGFZ8lXbXY8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBfi2MHVT0xPfQWdudKGCv5n_fAQA,9 News Australia,1.6M,13 hours ago,10/09/2022,"King Charles III has delivered his first speech as monarch following the death of his mother, Queen Elizabeth II. Subscribe and 🔔: http://9Soci.al/KM6e50GjSK9 | Get more breaking news at..."
Queen Elizabeth II dies aged 96,https://www.youtube.com/watch?v=mYGByWrjyFw,,Channel 4 News,3.8M,1 day ago,10/09/2022,"Queen Elizabeth II, the longest-reigning monarch in British history, has died, Buckingham Palace has announced. She became Queen in 1952 at the age of 25 and spent 70 years on the throne...."
Royals Say Their Final Goodbyes to Queen Elizabeth ll,https://www.youtube.com/watch?v=JGyHtu1ISyM,,Inside Edition,7.2M,1 day ago,10/09/2022,The world is mourning the passing of Queen Elizabeth II. TV networks across the globe interrupted programming to announce the sad news hours after a sudden downturn in the 96-year-old monarch's...
"Kane Brown, Katelyn Brown - Thank God (Official Music Video)",https://www.youtube.com/watch?v=bLzUmfLckEw,,Kane Brown,633K,1 day ago,10/09/2022,"“Thank God” featuring Kane’s wife Katelyn Brown, is out now from Kane’s new album “Different Man” available now: https://KB.lnk.to/DifferentManAY Listen On: Apple Music: https://KB.lnk..."
King Charles III takes the throne following the death of Queen Elizabeth II l ABC7,https://www.youtube.com/watch?v=CxE7HW9a06Y,,ABC7,2.7M,1 day ago,10/09/2022,"Prince Charles has been preparing for the crown his entire life. Now, at age 73, that moment has finally arrived. Charles, the oldest person to ever assume the British throne, became King Charles..."
What to expect from King Charles III,https://www.youtube.com/watch?v=p6vQjHI8nb0,,The Economist,487K,16 hours ago,10/09/2022,King Charles III has very large shoes to fill. How will he change the British royal family? 00:00 - Britain has a new king 01:08 - The English constitution 01:57 - The importance of religion...
The Queen's sense of humour remembered: from off-mic quips to tea with Paddington,https://www.youtube.com/watch?v=A-mO7rbYtgk,,Guardian News,5.9M,1 day ago,10/09/2022,"As well as being Britain's longest-reigning monarch, Queen Elizabeth II was widely known for her sense of humour. Subscribe to Guardian News on YouTube ► http://bit.ly/guardianwiressub From..."
Queen Elizabeth II and Britain's leaders - Britain's longest reigning monarch | DW Documentary,https://www.youtube.com/watch?v=JUiSuldik4s,,DW Documentary,1.3M,1 day ago,10/09/2022,"In memoriam Queen Elizabeth II [This documentary was originally released in April 2022] On February 6, 2022, Queen Elizabeth II celebrated her 70th anniversary on the throne. No other head..."
