title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Nicki Minaj - Super Freaky Girl (Official Music Video),https://www.youtube.com/watch?v=j5uAR9w7LBg,https://i.ytimg.com/vi/j5uAR9w7LBg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDduVYS-AgKtmOhlBkAKy99W3g0KA,Nicki Minaj,1.6M,11 hours ago,02/09/2022,"Official music video for Nicki Minaj performing “Super Freaky Girl."" Song available now: https://NickiMinaj.lnk.to/SuperFreakyGirl ►Connect with Nicki 🎀🦄 https:/www.nickiminajofficial.co..."
“We Cry Together” - A Short Film,https://www.youtube.com/watch?v=wUGyZM9rcnY,https://i.ytimg.com/vi/wUGyZM9rcnY/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCuarUFRpV4Tw5V5YSFdql3Rb3FOA,Kendrick Lamar,850K,13 hours ago,02/09/2022,"Live recorded on March 15th, 2020 Directed by Jake Schreier, Dave Free & Kendrick Lamar Starring Taylour Paige & Kendrick Lamar Production Company: pgLang / project3 & Park Pictures pgLang..."
Finding out I'm PREGNANT! Again!,https://www.youtube.com/watch?v=8Oy_CwU_aJM,https://i.ytimg.com/vi/8Oy_CwU_aJM/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDwEG8L3_aemi4CO9A47rshmSDzwA,The Herberts,973K,14 hours ago,02/09/2022,The announcement we have been so excited to share with you all! Abbie’s Instagram: https://www.instagram.com/abbieherber.... Abbie's YouTube https://www.youtube.com/channel/UCQ0F... Josh’s...
Devon Cole - W.I.T.C.H. (Official Video),https://www.youtube.com/watch?v=GjNY5HGcopA,https://i.ytimg.com/vi/GjNY5HGcopA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC1P4l5Mz1ajTRMZ4QzvYuWY-hiiA,Devon Cole,1.9M,4 weeks ago,02/09/2022,Listen to W.I.T.C.H. by Devon Cole: http://Devon-Cole.lnk.to/WITCH Follow Devon Cole https://www.tiktok.com/@devoncolemusic http://instagram.com/devonmcole Credits: Production Company:...
Clash Fest Begins!,https://www.youtube.com/watch?v=hU1RMFRWx8E,,Clash of Clans,4.2M,22 hours ago,02/09/2022,"Clash for Glory and Rewards! Join both Clash of Clans and Clash Royale in a month long special event to celebrate competitive Clashing! Participate in unique Challenges, win epic rewards and..."
why i took a break + what's next for me,https://www.youtube.com/watch?v=TohrPm3ICJE,,Pokimane,400K,12 hours ago,02/09/2022,"i recently took a break from content creation & social media, wanted to talk to you guys about it and the decision i've made. ♡ thank you for taking the time to listen. Follow me :) Merch..."
Balming Tiger - 섹시느낌 SEXY NUKIM (feat. RM of BTS) Official M/V,https://www.youtube.com/watch?v=E-S75YDYY7I,,Balming Tiger,2.4M,21 hours ago,02/09/2022,Balming Tiger - 섹시느낌 SEXY NUKIM (feat. RM of BTS) OUT NOW Stream/Download: https://instabio.cc/balming-tiger Directed by Pennacky Creative Director San Yawn Production House Ambience...
using AI to write a youtube video,https://www.youtube.com/watch?v=BaVpeJlcQzg,,Drew Gooden,1.4M,1 day ago,02/09/2022,Thanks to NordVPN for sponsoring - Get the exclusive NordVPN deal at https://nordvpn.com/gooden It's risk-free with Nord's 30-day money-back guarantee! new hot dog just dropped: https://www.pictur...
NBA 2K23: MyCAREER,https://www.youtube.com/watch?v=Xf-qXaxgsFs,,NBA 2K,297K,16 hours ago,02/09/2022,An all-new MyCAREER experience in #NBA2K23 🔥 Pre-order: https://2kgam.es/3dmf3DI Championship Edition Terms: https://2kgam.es/3puNACu
VIRAL VIDEOS that are actually good,https://www.youtube.com/watch?v=5oMlesQ4c8I,,LazarLazar,1.3M,1 day ago,02/09/2022,woo lets react to funny videos haha ahah 🐤TWITTER - https://twitter.com/lazarbeam 👕LAZAR Merch - https://shoplazar.com/ 📷MAIN CHANNEL - https://www.youtube.com/lazarbeam 🩳LAZAR...
