title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Mariah the Scientist - Spread Thin (Official Video),https://www.youtube.com/watch?v=TOg8mRYAZVQ,https://i.ytimg.com/vi/TOg8mRYAZVQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC6977dhZvomSHOQ0rUqmY_vBckiQ,Mariah the Scientist,266K,7 days ago,02/11/2022,Mariah the Scientist - 'The Intermission' // Out Now! Stream/Download // https://mariahthescientist.lnk.to/The... Follow Mariah the Scientist: https://www.tiktok.com/@mariahthescientist...
The Cancelled World Of Jeffree Star and Shane Dawson,https://www.youtube.com/watch?v=5rJyBAkQUTA,https://i.ytimg.com/vi/5rJyBAkQUTA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDnR7O4GJ9rQ2E0FBgEjXy3NAFh9w,shane,694K,9 hours ago,02/11/2022,Please SUBSCRIBE and turn on NOTIFICATIONS for the Next Episodes! @shane Thank you to BUFFY for sponsoring this episode!! I appreciate them so much and I truly love their products with all...
"Quavo & Takeoff -""Messy"" (Official Video)",https://www.youtube.com/watch?v=TUbmIriJlp4,https://i.ytimg.com/vi/TUbmIriJlp4/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCCD7jEG19G9K9bE-inr9V4e7nA-g,Quavo Huncho,3M,1 day ago,02/11/2022,"#NowPlaying Quavo & Takeoff ""Messy"" Official Music Video. Stream & Download ""Messy"" Here: http://www.QualityControl.lnk.to/InfinityLinks Follow Quavo! https://www.instagram.com/quavohuncho..."
"EVERYBODY PULLED UP IN COSTUMES! (HALLOWEEN 1ON1’s FOR $20,000)",https://www.youtube.com/watch?v=71SD6PI9ILs,,Deestroying,1.2M,1 day ago,02/11/2022,"Thank you, Hulu, for sponsoring this video! For more action like this every week, sigh up for Hulu + Live TV here https://www.inflcr.co/SHFRc #HuluHasLiveSports #ad @Hulu We popped out to..."
"Rapper Takeoff shot, killed in Houston, TMZ reports",https://www.youtube.com/watch?v=FJLT56w-x0g,,FOX 2 St. Louis,281K,18 hours ago,02/11/2022,"Rapper Takeoff was shot and killed, allegedly while playing dice in Houston, according to reports. He was 28. St. Louis News: FOX 2 covers news, weather, and sports in Missouri and Illinois...."
USSF-44 Mission,https://www.youtube.com/watch?v=pY628jRd6gM,,SpaceX,1M,Streamed 16 hours ago,02/11/2022,"SpaceX is targeting Tuesday, November 1 at 9:41 a.m. ET (13:41 UTC) for Falcon Heavy’s launch of the USSF-44 mission to a geosynchronous Earth orbit from Launch Complex 39A (LC-39A) at Kennedy..."
"God of War Ragnarok - Official Trailer (Ben Stiller, LeBron James, John Travolta)",https://www.youtube.com/watch?v=902Zltouttc,,IGN,2M,17 hours ago,02/11/2022,"Watch as Ben Stiller gives parenting advice to LeBron James, John Travolta and their children while channeling Kratos, and how they can all strive to be like Kratos and Atreus in their own..."
THE GREATEST BRIEF EVER FILED,https://www.youtube.com/watch?v=LxTWonQvXkw,,LegalEagle,607K,14 hours ago,02/11/2022,The Onion's parody isn't a parody? ☕️ Got to https://legaleagle.link/morningbrew to sign up for Morning Brew now! 🚀 Watch my next video early & ad-free on Nebula! https://legaleagle.link...
"""Bendy and the Dark Revival"" - Official Trailer",https://www.youtube.com/watch?v=ZS4ZXBXhowY,,Joey Drew Studios,1.4M,15 hours ago,02/11/2022,"darkrevival.com © 2017-2022 Joey Drew Studios Inc. Bendy, Bendy and the Dark Revival, Bendy and the Ink Machine, The Bendy characters, images and logos are trademarks of Joey Drew Studios..."
Alpha Betas - The Zombie Deathrun (Episode 3),https://www.youtube.com/watch?v=DGClFUvbnOg,,Alpha Betas,564K,1 day ago,02/11/2022,Pre-order limited edition merch here! http://alphabetas.tv/premiere-collection Follow Alpha Betas! Twitter: https://twitter.com/AlphaBetasShow/ Instagram: https://www.instagram.com/alphabetas...
