title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Fortnite x Dragon Ball Gameplay Trailer,https://www.youtube.com/watch?v=2okkOUmLaqA,https://i.ytimg.com/vi/2okkOUmLaqA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLASU5N5mdT6CUT2Vj9SQX0lY5XqzQ,Fortnite,1.6M,22 hours ago,17/08/2022,"Visit the Dragon Ball Adventure Island (available August 19, 2022) to explore locations inspired by Dragon Ball Super, check out select episodes at the Dragon Ball Super Episode Festival row..."
Is Civilization on the Brink of Collapse? And Could We Recover?,https://www.youtube.com/watch?v=W93XyXHI8Nw,https://i.ytimg.com/vi/W93XyXHI8Nw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUez48PyYeXjN2yROc2ypUUxoUyQ,Kurzgesagt – In a Nutshell,3M,16 hours ago,17/08/2022,What We Owe The Future is available now — you can get 50% off and drive sales to local independent bookstores by using the promotion code KURZ50 at the following link: https://bookshop.org/books...
100 Kids vs 1 Pro,https://www.youtube.com/watch?v=fqq9TSkSe2U,https://i.ytimg.com/vi/fqq9TSkSe2U/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA4ITm0hk4DJDlRu7XuagRR1hXWUg,Beast Reacts,6.7M,1 day ago,17/08/2022,SUBSCRIBE OR YOU'LL HAVE BAD LUCK CHECK OUT THESE CHANNELS OR ELSE ABC https://www.youtube.com/watch?v=GkbAcwYix7I WhistlinDiesel https://www.youtube.com/watch?v=efsfpz-xJEs Fire Dept....
Lawsy - Hotel,https://www.youtube.com/watch?v=8gcHZ_F02o8,https://i.ytimg.com/vi/8gcHZ_F02o8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBl81-CXvAS2g_VIlwO44ZalETFPQ,Lawsy,1.3M,2 months ago,17/08/2022,Prod Xangang x Lola https://www.instagram.com/lawsymf/ https://linktr.ee/Lawsymf
BLACKPINK - ‘Pink Venom’ M/V TEASER,https://www.youtube.com/watch?v=UTCC8k6KwnQ,,BLACKPINK,12M,15 hours ago,17/08/2022,#BLACKPINK #블랙핑크 #PreReleaseSingle #PinkVenom #MV_Teaser #20220819_12amEST #20220819_1pmKST #Release #YG
"Fortnite x Dragon Ball is here featuring Son Goku, Vegeta, Bulma, and Beerus!",https://www.youtube.com/watch?v=XiOn8wQmiAk,,Fortnite,802K,22 hours ago,17/08/2022,Watch the Fortnite x Dragon Ball trailer. For more details visit: https://fn.gg/DragonBall The world of Fortnite has never seen such power! Four of the powerful and iconic Dragon Ball Super...
Fortnite Item Shop UPDATE *NEW* DRAGON BALL Z COLLAB! (Fortnite Battle Royale),https://www.youtube.com/watch?v=jVKmaj7_G3k,,I Talk,297K,19 hours ago,17/08/2022,"Fortnite Item Shop right now on August 16th, 2022. Let's see what's in the Item Shop today! If you would like to support me with Support A Creator, be sure to use code ITF. You can use that..."
New DRAGON BALL SUPER Update in FORTNITE! (Season 3),https://www.youtube.com/watch?v=089OpPMZgtc,,Typical Gamer,1.1M,Streamed 17 hours ago,17/08/2022,"New Fortnite Chapter 3, Season 3 Dragon Ball Super gameplay live stream! ► SUBSCRIBE! ► http://bit.ly/SubToTG ► NEW MERCH! ► https://typical.store Use my Support a Creator code ""TypicalGam..."
Conan Reunites With Jordan Schlansky | Team Coco,https://www.youtube.com/watch?v=QlUQ0nRQ8oU,,Team Coco,859K,16 hours ago,17/08/2022,Conan confronts Jordan about his new look. Subscribe to watch more Team Coco videos https://www.youtube.com/channel/UCi7GJNg51C3jgmYTUwqoUXA?sub_confirmation=1 Watch move video on Team Coco...
Megan Thee Stallion - Her [Official Video],https://www.youtube.com/watch?v=u_v2Rv4l-C0,,Megan Thee Stallion,1.5M,1 day ago,17/08/2022,"The official music video for Megan Thee Stallion's ""Her"" from ‘Traumazine’ - Out Now! Stream ‘Traumazine’ on all platforms: https://megantheestallion.ffm.to/traumazine Subscribe:..."
