title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Apex Legends: Revelry Launch Trailer,https://www.youtube.com/watch?v=lpN3tJTz9kE,https://i.ytimg.com/vi/lpN3tJTz9kE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBBDxd91QMJB1E7nXlmJBpg2nGjPg,Apex Legends,1.1M,14 hours ago,07/02/2023,"To celebrate another anniversary of the Apex Games, Duardo Silva's throwing quite the party. But Mad Maggie never met a Syndicate event she didn't want to crash. http://x.ea.com/76084 Apex..."
Hogwarts Legacy Review,https://www.youtube.com/watch?v=F6dZxoob8CY,,IGN,1.3M,19 hours ago,07/02/2023,"Hogwarts Legacy reviewed by Travis Northup on PlayStation 5, Xbox Series X, and PC. In nearly every way, Hogwarts Legacy is the Harry Potter RPG I’ve always wanted to play. Its open-world..."
HBO Mario Kart Trailer - SNL,https://www.youtube.com/watch?v=UiIRlg4Xr5w,,Saturday Night Live,5.8M,1 day ago,07/02/2023,"In a video game turned series, a trailer follows a group of people as they try to help a princess get to Rainbow Road. Saturday Night Live. Stream now on Peacock: https://pck.tv/3uQxh4q Subscribe..."
Season 3 Trailer | Overwatch 2,https://www.youtube.com/watch?v=MNX1wV9UfL4,,PlayOverwatch,649K,12 hours ago,07/02/2023,"Overwatch 2 Season 3 arrives February 7! Experience an all-new Battle Pass with more ways to earn rewards, including legendary and mythic skins inspired by Asian mythology. Bundle up as..."
Beyoncé Breaks Record For Most GRAMMY Wins In History | 2023 GRAMMYs,https://www.youtube.com/watch?v=DXnnucnZyek,,Recording Academy / GRAMMYs,1.4M,1 day ago,07/02/2023,"It's official: Beyoncé has made GRAMMY history. Her win for Best Dance/Electronic Album for 'RENAISSANCE' at the 2023 GRAMMYs put her GRAMMY total at 32, the most of all time. About the Recording..."
"Buy Hogwarts Legacy Review - ""Buy, Wait for Sale, Never touch?""",https://www.youtube.com/watch?v=iRM3RKC6tT0,,ACG,681K,19 hours ago,07/02/2023,"Hogwarts legacy is coming out for ps5, xbox and PC, a game by Avalanche and WB you take on the roll of a 5th-year student at Hogwarts learning about the Harry Potter-based wizarding world,..."
"Nets trade Kyrie Irving to Mavericks for Dinwiddie, Finney-Smith & draft picks | NBA | UNDISPUTED",https://www.youtube.com/watch?v=H4-4o86KAzo,,Skip and Shannon: UNDISPUTED,1.1M,14 hours ago,07/02/2023,"After requesting a trade on Friday, Kyrie Irving is being traded to the Dallas Mavericks according to reports. The Brooklyn Nets will receive Dorian Finney-Smith, Spencer Dinwiddie, a first..."
Overwatch 2 - EVERY HERO CHANGE for SEASON 3,https://www.youtube.com/watch?v=TF1NvCwTZqo,,KarQ,358K,12 hours ago,07/02/2023,"Find friends and teammates with GamerLink, the #1 LFG app available for FREE on iOS and Android! https://gamerlink.app/KarQ This is the Overwatch 2 patch preview for SEASON 3 coverage by KARQ..."
HARRY STYLES Wins Album Of The Year For ‘HARRY'S HOUSE' | 2023 GRAMMYs Acceptance Speech,https://www.youtube.com/watch?v=Dbo1B9-0Q3Q,,Recording Academy / GRAMMYs,1.7M,1 day ago,07/02/2023,Watch HARRY STYLES's acceptance speech for Album Of The Year for ‘HARRY'S HOUSE’ at the 2023 GRAMMYs. About the Recording Academy / GRAMMYs: Recording Academy is the world's leading society...
THIS PROPOSAL IS TRULY UNFORGETTABLE!!! (SUPER EMOTIONAL),https://www.youtube.com/watch?v=iHy--yxa5aU,,GnB Official ,2.1M,2 days ago,07/02/2023,CAN'T BELIEVE IT GUYS!! SOON TO BE MR. &. MRS. GnB!! GnB On Top Of The Wrold Merch is OUT NOW!! 🌎❤️ - https://www.gnbmerch.com/ Hope you guys enjoyed the video! ❤️ Comment down...
