title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
God of War Ragnarok - Part 1,https://www.youtube.com/watch?v=rjRvgUBwUz0,https://i.ytimg.com/vi/rjRvgUBwUz0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDVg2s5ydNb10NGAA-6rkqKbQRmtA,jacksepticeye,3.2M,1 day ago,10/11/2022,It's time for the biggest series of the year! God of War Ragnarok God of War 2018: https://www.youtube.com/playlist?list=PLMBYlcH3smRzz8VqMEUO2i9Vu3ynWAkQ0 Buy MY coffee: https://topofthemornincoff...
The New World Of Jeffree Star,https://www.youtube.com/watch?v=s3WFAONOFhs,https://i.ytimg.com/vi/s3WFAONOFhs/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA5uyLlsPcQ654c753zGhBlN92-rA,shane,1.3M,1 day ago,10/11/2022,Please SUBSCRIBE and turn on NOTIFICATIONS for the Next Episodes! Thank you to BUFFY for sponsoring this episode!! I appreciate them so much and I truly love their products with all my heart!...
1 Nerd VS 100 Supermodels,https://www.youtube.com/watch?v=MR7zZ7XEl6M,,Airrack,2.3M,1 day ago,10/11/2022,"Thanks to SoFi for sponsoring the video! No purchase necessary. Enter to win $25,000: https://sofi.com/airracksweeps T&Cs apply RSVP here to secure your slice!!: http://worldslargestpizza.party..."
I tricked everyone into thinking I cut my hair,https://www.youtube.com/watch?v=oRwo1EuzHXo,,2 Danny 2 Furious,560K,13 hours ago,10/11/2022,edited by Jake Mayer https://www.instagram.com/jakeshotfriend/
The Whale | Official Trailer HD | A24,https://www.youtube.com/watch?v=D30r0CwtIKc,,A24,3.3M,1 day ago,10/11/2022,"SUBSCRIBE: http://bit.ly/A24subscribe From director Darren Aronofsky and starring Brendan Fraser, Sadie Sink, and Hong Chau. THE WHALE – Only In Theaters This December. #TheWhale RELEASE..."
Indie World Showcase 11.9.2022 - Nintendo Switch,https://www.youtube.com/watch?v=tyQrcFyO_jY,,Nintendo of America,490K,Streamed 13 hours ago,10/11/2022,Check out a selection of indie games from around the world coming to Nintendo Switch in the latest Indie World Showcase! Follow Indie World on Twitter: https://twitter.com/IndieWorldNA Visit...
SZA - PSA (Official Teaser),https://www.youtube.com/watch?v=fC06V0ZLGwg,,SZA,741K,1 day ago,10/11/2022,Director - Bradley J. Calder @bradleyjcalder Fire and Glow - Rick Braukis @rick_braukis Executive Producer - Aiden Magarian @aidenmagarian Production Company - Typeface Studio @typefacestudio...
I WANNA DANCE WITH SOMEBODY - Official Trailer #2 (HD),https://www.youtube.com/watch?v=WcBKfSOKYdc,,Sony Pictures Entertainment,1.5M,16 hours ago,10/11/2022,Experience the voice you know and discover the story you haven’t heard. ❤️🎶 Naomi Ackie is Whitney Houston in #IWannaDanceMovie – coming exclusively to movie theaters this Christmas....
AMP FAMILY FEUD vs RDC,https://www.youtube.com/watch?v=HUjD5Hhwts4,,AMP,1.4M,2 days ago,10/11/2022,GET THE POD SUBS UP AND WE'LL DROP 1st EPI https://www.youtube.com/channel/UC51ypdbMnEyRb9f9MCOg_Vg?sub_confirmation=1 SHOUTOUT RDC MANNN GREAT GUYS W COLLAB!! www.youtube.com/c/RDCworld1...
Why Don't We Shoot Nuclear Waste Into Space?,https://www.youtube.com/watch?v=Us2Z-WC9rao,,Kurzgesagt – In a Nutshell,3.9M,1 day ago,10/11/2022,"The new 12,023 Human Era Calendar is here! https://kgs.link/calendar WORLDWIDE SHIPPING AVAILABLE. This time you can join us on a journey through the microcosm. Curious? Head over to our shop..."
