title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Fresh X Reckless - BLICKY,https://www.youtube.com/watch?v=Kzf3NHWGV8E,https://i.ytimg.com/vi/Kzf3NHWGV8E/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD1LN_mtg0Nl9I-IwzWOum0De89FQ,Fresh X Reckless,492K,4 weeks ago,12/04/2023,"BLICKY by Fresh X Reckless Click Here for Merch, Tik Tok, Instagram & BLICKY on Spotify, Apple Music & More https://linktr.ee/freshxreckless?utm_source=linktree_profile_share<sid=1bb70598-bd0b-45..."
Marvel Studios’ The Marvels | Teaser Trailer,https://www.youtube.com/watch?v=iuk77TjvfmE,https://i.ytimg.com/vi/iuk77TjvfmE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAee4XYz71aAnmx4bwWBusrpLxVBQ,Marvel Entertainment,9.3M,17 hours ago,12/04/2023,"Teaming up changes e̶v̶e̶r̶y̶t̶h̶i̶n̶g̶ everyone. Captain Marvel, Ms. Marvel and Monica Rambeau return in Marvel Studios' #TheMarvels, only in theaters November 10. ► Watch Marvel..."
Talk To Me | Official Trailer HD | A24,https://www.youtube.com/watch?v=aLAKJu9aJys,https://i.ytimg.com/vi/aLAKJu9aJys/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCKTaMxFhT9MmG2xpR2Wmv_X2wYRQ,A24,771K,17 hours ago,12/04/2023,"SUBSCRIBE: http://bit.ly/A24subscribe From directors directors Danny and Michael Philippou and starring Sophia Wilde, Joe Bird, Alexandra Jensen, Otis Dhanji, Miranda Otto, and more. TALK..."
"Iam Tongi Sings ""The Sound Of Silence"" And It's Eerie. Emotional. Epic. - American Idol 2023",https://www.youtube.com/watch?v=fu-CCZNmzVs,,American Idol,1.5M,1 day ago,12/04/2023,"You could hear a pin drop during Iam Tongi's ""The Sound Of Silence""! He captivated the crowd and got Katy Perry to cry. This Hawaii boy's going back to his homeland to sing for America's Vote!..."
Why Aliens Might Already Be On Their Way To Us,https://www.youtube.com/watch?v=GDSf2h9_39I,,Kurzgesagt – In a Nutshell,1.9M,16 hours ago,12/04/2023,"Be a part of our first Limited Drop, which honors our Cosmic Pioneers and their noble expeditions: https://kgs.link/limited-drop. Stocks are limited – so grab yours before they’re gone..."
Bowser - Peaches (Official Music Video) | The Super Mario Bros. Movie,https://www.youtube.com/watch?v=imSefM4GPpE,,Illumination,3.6M,1 day ago,12/04/2023,Love really makes a turtle come out of his shell. #SuperMarioMovie #Peaches (from The Super Mario Bros. Movie) by Jack Black as Bowser. https://backlotmusic.ffm.to/peaches Written by Jack...
This New Spy Game is Hilarious,https://www.youtube.com/watch?v=Nf6r09N6_8M,,SMii7Yplus,845K,14 hours ago,12/04/2023,Deceive Inc. is a game where I can't figure out if I'm spelling Deceive correctly. Leave a like and Subscribe if you enjoyed! Thanks =) All the footage featured in this video was livestreamed...
The Dirtiest Job in America,https://www.youtube.com/watch?v=DKWI9IhR4ro,,Ryan Trahan,2.4M,1 day ago,12/04/2023,I would die for nuna
The Latest Top 10 Is...Sh*t,https://www.youtube.com/watch?v=YD_DoKo5Dg8,,Rick Beato,397K,15 hours ago,12/04/2023,"In this episode I count down the Top 10 songs on the Spotify Global Top 50 Chart. If you want to be able to figure out songs on one listen, buy this ↓ 📚The Beato Ultimate Bundle —..."
"DRAGON BALL LEGENDS ""REVEALS ＆ STUFF #29""",https://www.youtube.com/watch?v=7eqYCNcpSxc,,Bandai Namco Entertainment,246K,16 hours ago,12/04/2023,"Reveals & Stuff #29 is coming! Tune in to learn all the latest info on the ""Episode Campaign: Majin Buu Saga (Z)"" as well as a new LEGENDS LIMITED character! The new character will be introduced..."
