title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
[4K] Xbox Games Showcase + Starfield Direct,https://www.youtube.com/watch?v=qGtYn7DCIYo,https://i.ytimg.com/vi/qGtYn7DCIYo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAVzoANZ12LRWP5ezF6YGJzmeXnDA,Xbox,2.7M,1 day ago,13/06/2023,"We’ve got a double feature for you! Join us for the Xbox Games Showcase, featuring new games from our incredibly talented internal studios and many creative partners from around the world,..."
"$1 vs $1,000,000,000 Yacht!",https://www.youtube.com/watch?v=48h57PspBec,,MrBeast,68M,2 days ago,13/06/2023,"Buy Feastables anywhere to get a secret MrBeast video: https://bit.ly/_feastables Go watch Pete Davidson's new show ""Bupkis"" now live on Peacock!"" https://youtu.be/2x6h2VJ_m-c Check out..."
TWO New Troops are HERE in the June Update! Clash of Clans Official,https://www.youtube.com/watch?v=0ZWcFWPYxtk,,Clash of Clans,1.6M,21 hours ago,13/06/2023,"The June 2023 Update is here and we've introduced two brand new units to Clash of Clans: Super Hog Rider and Apprentice Warden. But that's not all! We've also got new levels, cost reductions,..."
Star Wars Outlaws: World Premiere Trailer,https://www.youtube.com/watch?v=XF0kMT39GNY,,Star Wars,1.9M,1 day ago,13/06/2023,Watch the World Premiere trailer of Star Wars Outlaws. Introducing scoundrel Kay Vess in the first-ever open world Star Wars game. Coming 2024. About Star Wars Outlaws: Experience the first-ever...
The 76th Annual Tony Awards® | Opening Performance | CBS,https://www.youtube.com/watch?v=U4oQeYx5INE,,CBS,116K,1 day ago,13/06/2023,Ariana DeBose kicks off The 76th Annual Tony Awards® with a special musical performance. Stream The 76th Annual Tony Awards® now on CBS and Paramount+. ...
Carl’s Date | Official Trailer,https://www.youtube.com/watch?v=5emJgNiFbAA,,Pixar,642K,14 hours ago,13/06/2023,"Oh boy, oh boy….here’s a special treat 🐾🐶 Watch the all-new short film, Disney and Pixar’s Carl’s Date, only in theaters with #Elemental THIS FRIDAY! Check out a brand-new..."
Man City vs. Inter: Extended Highlights | UCL Final | CBS Sports Golazo,https://www.youtube.com/watch?v=CDL_487D5Ms,,CBS Sports Golazo,1.2M,2 days ago,13/06/2023,Erling Haaland and Man City hope to win their first ever UCL as they go head-to-head with Romelu Lukaku and Inter for Europe’s most prestigious prize. Stream every UEFA Champions League...
EXO 엑소 'Let Me In' MV,https://www.youtube.com/watch?v=91VhCIQNjIc,,SMTOWN,3.2M,21 hours ago,13/06/2023,"EXO's pre-release single ""Let Me In"" is out! Listen and download on your favorite platform: https://EXO.lnk.to/LetMeIn EXO's 7th Album ""EXIST"" will be released on July 10th, 6PM (KST). EXO..."
Cyberpunk 2077: Phantom Liberty — Official Trailer,https://www.youtube.com/watch?v=reABCMNGM3w,,Cyberpunk 2077,1.6M,1 day ago,13/06/2023,"Freedom always comes at a price… Cyberpunk 2077: Phantom Liberty arrives on September 26th on Xbox Series X|S, PlayStation 5, and PC. Pre-order now: https://www.cyberpunk.net/buy #PhantomLiber..."
The Mercedes dealer wanted $2000 to service my SLR McLaren and SLS AMG (We did it for $200),https://www.youtube.com/watch?v=BauWo_xunUU,,Hoovies Garage,228K,14 hours ago,13/06/2023,"Get a 60-day free trial at https://shipstation.com/hoovies. Thanks to ShipStation for sponsoring the show! Warm, soft, comfy Hoovie Hoodies: https://hooviesgarage.com/products/hoovies-garage-sign..."
