title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
DART's Impact with Asteroid Dimorphos (Official NASA Broadcast),https://www.youtube.com/watch?v=4RA8Tfa6Sck,https://i.ytimg.com/vi/4RA8Tfa6Sck/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDHmL0Ed_Nf-Z2rPr3qQHk-SpJ5MA,NASA,4.6M,Streamed 1 day ago,28/09/2022,Countdown to impact as NASA’s Double Asteroid Redirection Test (DART) attempts humanity’s first-ever test of planetary defense! The DART spacecraft will intentionally crash into asteroid...
The Last of Us | Official Teaser | HBO Max,https://www.youtube.com/watch?v=rBRRDpQ0yc0,https://i.ytimg.com/vi/rBRRDpQ0yc0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBTGege8RONW6TELst9pCFOiJgZKQ,HBO Max,5.5M,1 day ago,28/09/2022,Save who you can save. The HBO Original series #TheLastOfUs is coming in 2023 to HBOMax.  And it’s just getting started. #HBO50  About HBO Max: HBO Max is WarnerBrosDiscovery’s direct-to-...
"DJ Akademiks On ""Dusty"" Rappers, Reginae Carter, Meek Mill, 6ix9ine, Contributions To Culture + More",https://www.youtube.com/watch?v=Pl5yHgxKj4Y,https://i.ytimg.com/vi/Pl5yHgxKj4Y/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCllbxQYRsLMZPi6ifW74PylQTSvw,Breakfast Club Power 105.1 FM,866K,1 day ago,28/09/2022,Subscribe NOW to The Breakfast Club: http://ihe.art/xZ4vAcA Get MORE of The Breakfast Club: ► LISTEN LIVE: http://power1051fm.com/ ► CATCH UP on What You Missed: http://ihe.art/Dx2xSGN...
Omar Apollo - Evergreen (You Didn't Deserve Me At All) [Official Visualizer],https://www.youtube.com/watch?v=pCBLwSDsoSM,https://i.ytimg.com/vi/pCBLwSDsoSM/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCBdHvaJnXpQzRQtqIuDCDw_nkXHA,Omar Apollo,778K,5 months ago,28/09/2022,"Listen to ""Evergreen"" by Omar Apollo: https://omarapollo.lnk.to/evergreen Follow Omar Apollo: Instagram: https://instagram.com/omar.apollo Twitter: https://twitter.com/omarapollo Facebook:..."
Something About Kirby's Dream Buffet ANIMATED (Loud Sound Warning) 🍓🎂🍓,https://www.youtube.com/watch?v=ckwtQLlXZYQ,,TerminalMontage,831K,15 hours ago,28/09/2022,PLUSH-PREORDER: https://terminalmontage-apparel.preview.teespring.com/listing/carl-perry-plushie-bundle. Delivery ETA: January 2023. CAKE PARTY AT KIRBO'S HOUSE! Hope no magic forks appear...
Halloween Ends - The Final Trailer,https://www.youtube.com/watch?v=s0vtbxLa-N8,,Universal Pictures,1.4M,16 hours ago,28/09/2022,"Halloween Ends - The Final Trailer In theaters and streaming only on Peacock October 14 This is Laurie Strode’s last stand. After 45 years, the most acclaimed, revered horror franchise..."
LABOR AND DELIVERY | OUR BABYGIRL,https://www.youtube.com/watch?v=M1pN-lPL9x0,,Les Do Makeup,579K,1 day ago,28/09/2022,"Hi babygirls! Thank you so much for watching, supporting, and being apart of our lifes❤️ I LOVE YOU!!! 🥲❤️ ———————————————— FOLLOW US! ❤️ LES..."
DABABY - BOOGEYMAN [Official Video],https://www.youtube.com/watch?v=JrP9gocWJJw,,DaBaby,611K,1 day ago,28/09/2022,"""BABY ON BABY 2"" OUT NOW!"
England vs. Germany | Highlights | UEFA Nations League,https://www.youtube.com/watch?v=fZLrpcPPGzI,,FOX Soccer,416K,1 day ago,28/09/2022,"Check out the full highlights for England vs. Germany in the UEFA Nations League. Germany got off to a hot start in the second half with two back-to-back goals, but England rallied to go up..."
HAMMER JAM Is Here! Don't Sleep On It! Clash Of Clans Official,https://www.youtube.com/watch?v=8aPJKZRjh1w,,Clash of Clans,5.5M,22 hours ago,28/09/2022,"Wake up Builder, it's time for HAMMER JAM! 🔨🔨🔨 Enjoy 50% off all Home Village building and upgrade costs! Follow us on our Socials! Twitter ► https://twitter.com/ClashofClans/..."
