title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
Ahsoka | Teaser Trailer | Disney+,https://www.youtube.com/watch?v=HnzNZ0Mdx4I,https://i.ytimg.com/vi/HnzNZ0Mdx4I/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZqOfwAHcbfcQ1T_-GuT7C1OSkYg,Star Wars,6.3M,18 hours ago,08/04/2023,Warrior. Outcast. Rebel. Jedi. #Ahsoka arrives August 2023 on @DisneyPlus.
Indiana Jones and the Dial of Destiny | Official Trailer,https://www.youtube.com/watch?v=eQfMbSe7F2g,,Lucasfilm,4.8M,18 hours ago,08/04/2023,Indiana Jones and the Dial of Destiny in theaters June 30. Harrison Ford returns as the legendary hero archaeologist in the highly anticipated fifth installment of the iconic “Indiana Jones”...
YoungBoy Never Broke Again feat. Nicki Minaj - WTF ( Official Music Video),https://www.youtube.com/watch?v=MM1wJ2bMPhQ,,YoungBoy Never Broke Again,1.6M,1 day ago,08/04/2023,Official Music Video for WTF
NF - HAPPY,https://www.youtube.com/watch?v=vhumOLNSSJY,,NFrealmusic,1.7M,1 day ago,08/04/2023,Official music video for “HAPPY” by NF. New album HOPE available now. Subscribe to NFrealmusic on YouTube: https://nf.lnk.to/youtubeID Play the official HOPE video playlist here: https://NF.l...
Jack Black - Peaches (Directed by Cole Bennett) The Super Mario Bros. Movie,https://www.youtube.com/watch?v=aW7bzd8uwyQ,,Lyrical Lemonade,1M,14 hours ago,08/04/2023,Lyrical Lemonade Presents “Peaches” (from The Super Mario Bros. Movie) by Jack Black https://backlotmusic.ffm.to/peaches The Super Mario Bros. Movie only in theaters now. Tickets: http://th...
Search & Rescue,https://www.youtube.com/watch?v=tVthyPOWc-E,,Drake,774K,1 day ago,08/04/2023,"Provided to YouTube by Universal Music Group Search & Rescue · Drake Search & Rescue ℗ 2023 OVO, under exclusive license to Republic Records, a division of UMG Recordings, Inc Released..."
Where is Pushpa? | Pushpa 2 - The Rule 🔥 | Telugu | Allu Arjun | Sukumar | Rashmika | Fahadh Faasil,https://www.youtube.com/watch?v=Xcw4dkILsmk,,Mythri Movie Makers,18M,19 hours ago,08/04/2023,Where is Pushpa? Pushpa 2 - The Rule Telugu Glimpse !!! Pushpa 2 - The Rule - Written and Directed by Sukumar. Produced by Naveen Yerneni and Y. Ravi Shankar of Mythri Movie Makers in association...
Labrinth - Never Felt So Alone (Official Video),https://www.youtube.com/watch?v=pqCVMRcj_bc,,Labrinth,597K,14 hours ago,08/04/2023,Official video for “Never Felt So Alone” by Labrinth Pre-Save/Pre-Add the new album 'Ends & Begins': https://www.labrinth.com/ Listen & Download “Never Felt So Alone” out now: https://l...
Yahritza Y Su Esencia & Grupo Frontera - Frágil (Official Video),https://www.youtube.com/watch?v=FJ0CRDzsuCs,,Yahritza Y Su Esencia,853K,1 day ago,08/04/2023,Yahritza Y Su Esencia & Grupo Frontera “Frágil” out April 7: https://yahritza.lnk.to/Fragil Official video for Yahritza Y Su Esencia & Grupo Frontera “Frágil” Follow Yahritza Y...
SIDHU MOOSE WALA : Mera Na (Official Video) Feat. Burna Boy & Steel Banglez | Navkaran Brar,https://www.youtube.com/watch?v=jaVdD4Z8UCs,,Sidhu Moose Wala,13M,1 day ago,08/04/2023,Sidhu Moose Wala Presents Mera Na featuring Burna Boy & Steel Banglez Singer/Lyrics - Sidhu Moose Wala Rap/Lyrics - Burna Boy Music - Steel Banglez Additional music production: JB Productions...
