title,url,thumbnail_url,channel,views,uploaded_time,scraped_time,description
David Kushner - Daylight (Official Music Video),https://www.youtube.com/watch?v=MoN9ql6Yymw,https://i.ytimg.com/vi/MoN9ql6Yymw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCuJjmMzVbKlpQPEEqAzDyul5uh8g,David Kushner,7.3M,2 weeks ago,28/04/2023,"“Daylight” out now on all platforms: https://davidkushner.lnk.to/daylight Lyrics: [Verse 1] Telling myself I won't go there Oh, but I know that I won't care Tryna wash away all the blood..."
Transformers: Rise of the Beasts | Official Trailer (2023 Movie),https://www.youtube.com/watch?v=itnqEauWQZM,https://i.ytimg.com/vi/itnqEauWQZM/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBPg9TTDtpL1TYdkh17IoHP1-Imcw,Paramount Pictures,10M,17 hours ago,28/04/2023,UNITE or FALL. Watch the new trailer for #Transformers: #RiseOfTheBeasts - in theatres June 9. Sign up for EXCLUSIVE content and updates: https://paramnt.us/TROTBSignUp Returning to the action...
this game is for KIDS!? [Amanda The Adventurer],https://www.youtube.com/watch?v=tiOrbqx62O4,https://i.ytimg.com/vi/tiOrbqx62O4/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDcVBLaZIxLsU30AHgqypxawSMKzg,CoryxKenshin,3.5M,1 day ago,28/04/2023,"WELCOME, to Amanda The Adventurer! I'm sure this won't be nightmare fuel for any of us! Join ► http://bit.ly/1vKSGtU Tiktok ► https://www.tiktok.com/@notcoryxkenshin Twitter ► https://twitte..."
Disney's Wish | Official Teaser Trailer,https://www.youtube.com/watch?v=ctlz0R1tSZE,,Walt Disney Animation Studios,2.5M,17 hours ago,28/04/2023,"Check out the new trailer, plus a poster and new image for Walt Disney Animation Studios’ “Wish,” which opens exclusively in theaters on Nov. 22. The trailer introduces 17-year-old Asha,..."
ARMORED CORE VI FIRES OF RUBICON — Gameplay Trailer,https://www.youtube.com/watch?v=SlSfr6Wa5sc,,Bandai Namco Entertainment America,743K,16 hours ago,28/04/2023,"""Augmented human C4-621 has awakened."" ARMORED CORE VI FIRES OF RUBICON makes planetfall August 25, 2023. Pre-order now on PlayStation, Xbox, and PC: https://www.armoredcore6.com #ARMOREDCORE..."
The Kardashians | Season 3 Official Trailer | Hulu,https://www.youtube.com/watch?v=HYIb5IzvM4k,,Hulu,2.4M,13 hours ago,28/04/2023,"The cameras return as Kris, Kourtney, Kim, Khloé, Kendall and Kylie invite viewers back into their lives as they navigate motherhood, coparenting, and building their own empires. Their bond..."
"Stray Kids ""★★★★★ (5-STAR)"" Trailer",https://www.youtube.com/watch?v=6emgiatRGu4,,JYP Entertainment,2.4M,15 hours ago,28/04/2023,"Stray Kids(스트레이 키즈) ""★★★★★ (5-STAR)"" Trailer 💫 ""★★★★★ (5-STAR)"" Pre-save & Pre-order https://Stray-Kids.lnk.to/5-STAR Stray Kids ""SKZ-REPLAY"" iTunes & Apple..."
Star Wars Jedi: Survivor - Jedi Coaching Sessions Trailer,https://www.youtube.com/watch?v=Sz1swnk0dgA,,EA Star Wars,601K,14 hours ago,28/04/2023,"http://JediSurvivorGame.com | STAR WARS Jedi: Survivor™ launches on April 28th, 2023. Playing as a Jedi may look easy, but in Motion Capture Session 386, Mark Hamill pops in to offer actor..."
10 Things Duke Dennis Can't Live Without | GQ Sports,https://www.youtube.com/watch?v=uar6mClYFe0,,GQ Sports,534K,14 hours ago,28/04/2023,"""I am the self care king."" From a PS5 and an entire jug of sweet tea to a pair of Beats headphones and his extensive self-care routine, these are YouTuber and gamer Duke Dennis' essentials...."
The WEIGHTLESS Machine,https://www.youtube.com/watch?v=gSDtNkKPiDg,,colinfurze,1.1M,15 hours ago,28/04/2023,New to Warframe? You can play The Duviri Paradox instantly for FREE on all platforms https://wrfr.me/duviri-furze-02 Get a special Bullet Jump item pack with my code: DUVIRI-FURZE (limit 1...
